participant,state,file,window_id,window_start_sec,window_end_sec,duration_file_sec,n_peaks_total,synthetic,HR_mean,HR_min,HR_max,RR_mean,RR_median,SDNN,RMSSD,pNN50,NN_count,ECG_mean,ECG_std,ECG_rms,ECG_ptp,ECG_energy,ECG_skew,ECG_kurtosis,HR_mean_delta_basal,HR_mean_ratio_basal,RR_mean_delta_basal,RR_mean_ratio_basal,SDNN_delta_basal,SDNN_ratio_basal,RMSSD_delta_basal,RMSSD_ratio_basal,pNN50_delta_basal,pNN50_ratio_basal
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,5,60.0,90.0,302.7,390,False,78.23091154887145,72.99270072992803,84.1514726507721,767.9473684210526,767.4999999999983,27.85575525803773,19.871206930248704,2.7027027027027026,38,0.00039417970597684684,0.9535894940077588,0.953589575477634,7.635105476510159,0.9093330784596143,1.7341132210700292,8.3409385567987,-0.2790263973756879,0.9964459735330994,2.4467348341308934,1.0031962544859907,1.635768877903537,1.0623863359114059,-1.8149269921778561,0.9163093339426,1.5447580544533452,2.334051724137931
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,6,75.0,105.0,302.7,390,False,79.3098714539642,76.04562737642571,85.22727272727352,757.1538461538464,762.0000000000005,21.869876496580755,17.19164423721379,0.0,39,0.0013981519170459932,0.9611916476100218,0.9611926644872253,7.494951760047649,0.9238913382640516,1.743228281930194,8.180813532599315,0.7999335077170713,1.010188945866506,-8.346787433075292,0.9890963023845394,-4.350109883553436,0.8340918328298852,-4.49448968521277,0.7927482279095941,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,7,90.0,120.0,302.7,390,False,78.69170083527595,73.71007371007306,85.22727272727352,763.2368421052632,763.5000000000076,24.361505090998268,18.442020174268844,0.0,38,2.9706198736528133e-05,0.958548462817472,0.9585484632777816,7.666239961427028,0.9188151564521968,1.7284646330159181,8.348510549488859,0.18176288902881765,1.0023151577212208,-2.2637914816584725,0.9970427307537931,-1.8584812891359235,0.9291196699269066,-3.244113748157716,0.8504060816113084,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,8,105.0,135.0,302.7,390,False,79.45989541781736,73.71007371007306,85.1063829787219,755.947368421053,755.4999999999978,25.66093610015591,16.49569968531662,0.0,38,-0.0019341730730215113,0.9667142601393033,0.9667161950552795,7.666239961427028,0.9345402017821571,1.6971142528022845,8.208738751507369,0.9499574715702295,1.0120998372488923,-9.553265165868652,0.9875202387212866,-0.5590502799782797,0.9786784679490966,-5.19043423710994,0.7606565441458291,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,9,120.0,150.0,302.7,390,False,79.51558244150353,74.25742574257492,85.1063829787219,755.5641025641029,753.0000000000001,27.80457636678739,18.658284458846204,0.0,39,-0.00014043933167220436,0.9749057705943908,0.9749057807098329,7.688015832795196,0.9504412812614488,1.6967558799303042,8.053142981339139,1.0056444952563908,1.0128091362897895,-9.936531022818826,0.9870195652533179,1.5845899866531994,1.060434432103816,-3.027849463580356,0.8603785499798502,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,10,135.0,165.0,302.7,390,False,77.75970720673403,71.68458781362101,84.03361344537831,772.8157894736846,767.5000000000125,31.126468499521863,21.934176713703977,0.0,38,-0.000229838486110149,0.9668926396089277,0.9668926669261947,7.69773187573384,0.9348814293556492,1.7070006520010956,8.341929454846998,-0.7502307395130998,0.990444130270148,7.315155886762909,1.0095560415835139,4.906482119387672,1.187127561710143,0.2480427912774168,1.0114378520470588,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,11,150.0,180.0,302.7,390,False,75.30231720780196,70.58823529411812,82.41758241758144,798.166666666667,804.5000000000044,33.39846018691703,23.060789231938966,0.0,36,-0.0013036883343584813,0.9548336132133244,0.9548345032126172,7.879250862318942,0.9117089285252854,1.732462682387033,8.86578859387501,-3.207620738445172,0.9591437616389238,32.66603307974526,1.0426727707940375,7.178473806782836,1.2737787008242565,1.3746553095124057,1.0633886756592799,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,12,165.0,195.0,302.7,390,False,75.76554857309321,70.58823529411812,83.21775312066532,793.3243243243245,790.9999999999968,33.68898109838678,23.601435926187698,0.0,37,-0.00011325253899630476,0.9702097295552422,0.9702097361652241,7.879250862318942,0.9413069321497938,1.721777743206986,8.629116844905901,-2.744389373153922,0.9650440511743507,27.823690737402785,1.036347051219316,7.468994718252592,1.2848588328753496,1.9153020037611377,1.0883192002139415,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,13,180.0,210.0,302.7,390,False,76.65300450048062,72.28915662650493,83.21775312066532,783.5789473684214,786.4999999999895,25.702698963283936,23.390919929223347,0.0,38,0.0010575587243297664,0.9790882458205827,0.979088816979584,7.740895591331984,0.9586149115344814,1.703408137289405,8.312693334603184,-1.856933445766515,0.9763477911925253,18.078313781499673,1.0236163276531722,-0.5172874168502553,0.9802712553183406,1.7047860067967875,1.0786117992674478,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,14,195.0,225.0,302.7,390,False,75.3566215095895,71.77033492823101,80.1068090787722,796.8611111111106,801.9999999999925,22.886243875530596,22.911007959375855,0.0,36,-0.0006012339418649641,0.9553035564935627,0.9553037456911295,7.7383262290371615,0.9126052465315023,1.7227630460747145,8.712692300082795,-3.153316436657633,0.9598354486177713,31.360477524188923,1.0409672783381543,-3.3337425046035953,0.8728549108961614,1.224874036949295,1.0564818995091882,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,15,210.0,240.0,302.7,390,False,76.74453643994897,71.77033492823101,82.30452674897289,783.0270270270274,781.0000000000059,31.163980710007092,23.688370329951933,0.0,37,0.00042791618878821594,0.9707125148739093,0.9707126091923882,7.743151137236462,0.9422829696450942,1.6933764980184831,8.386332292949705,-1.7654015062981614,0.9775136555641292,17.52639344010572,1.0228953349887928,4.9439943298729006,1.1885582340965197,2.0022364075253734,1.0923279554893266,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,16,225.0,255.0,302.7,390,False,78.77328628789344,72.99270072992677,84.50704225352018,762.5128205128204,766.9999999999959,25.541371799774243,21.633307652785412,0.0,39,0.0006379815772350858,0.990875653294747,0.9908758586789692,7.743151137236462,0.9818349673127845,1.6560832975908948,7.930161795066539,0.2633483416463065,1.003354331292767,-2.9878130741012683,0.9960969162623665,-0.6786145803599481,0.974118423613137,-0.052826269641148116,0.9975640531488871,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,17,240.0,270.0,302.7,390,False,77.56880340897422,72.63922518160115,84.50704225352018,774.5263157894733,775.4999999999939,28.31649012654656,23.319751516921947,0.0,38,-0.00032825851910178174,0.977199981134599,0.9772000362684787,7.776366688024936,0.9549199108831162,1.6757863292571158,8.25263394603487,-0.9411345372729158,0.9880125425915216,9.025682202551593,1.0117905613745344,2.0965037464123704,1.0799582317098686,1.6336175944953872,1.075330051928066,-1.1579446482493574,0.0
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,18,255.0,285.0,302.7,390,False,74.72223708010536,68.57142857142857,80.86253369272653,804.1388888888891,810.9999999999786,31.116511719461617,25.800885920563225,2.857142857142857,36,0.0002381345962776185,0.9620650723507899,0.962065101822853,7.830169272678054,0.9255692601454165,1.713162448950306,8.809186409727783,-3.787700866141776,0.9517551412569568,38.63825530196743,1.0504744916028605,4.896525339327425,1.1867478216173797,4.114751998136665,1.1897411503984776,1.6991982088934998,2.4674261083743843
P02,recuperacion,P02_recuperacion_ECGv2.txt.txt,19,270.0,300.0,302.7,390,False,74.6931390832104,68.57142857142857,80.21390374331654,804.7777777777787,807.4999999999761,35.23156953732611,28.25192787353506,11.428571428571429,36,0.00034644120092096765,0.9672945540035347,0.9672946160433247,7.926903676000549,0.9356588742264028,1.7070252322968797,8.778722601666331,-3.8167988630367375,0.9513845130580799,39.27714419085703,1.0513090942940377,9.011583157191918,1.343691374455466,6.5657939511085,1.302764613305211,10.270626780322072,9.869704433497537
P03,basal,P03_basal_ECGv2.txt,1,0.0,30.0,222.6,247,False,66.9843013613393,59.230009871668315,83.21775312066576,901.1875,903.0,69.51743225333323,58.87959282818543,45.16129032258064,32,0.00020068123490954798,1.005246250835225,1.005246270866614,8.672218303766503,1.0105200650912338,2.0059221089114545,11.254357996619502,0.30324173963960277,1.0045476442839987,-0.9448380130306759,0.9989526614076248,27.16432609702111,1.6413774233409482,6.260122122020803,1.1189696900787602,0.7756692232498636,1.017475687036439
