condition,channel,epoch,start_s,end_s,total_0p5_45,delta_abs,delta_rel,theta_abs,theta_rel,alpha_abs,alpha_rel,beta_abs,beta_rel,gamma_abs,gamma_rel
basal_ojos_cerrados,Fp1,25,50.0,52.0,16295.009234165196,3423.4590018191357,0.2100924861485371,3326.69326418421,0.2041541196067103,4297.539377911272,0.26373347300109323,3187.637125710873,0.19562045531262798,2059.6804645397065,0.12639946593103144
basal_ojos_cerrados,Fp1,26,52.0,54.0,9549.784194380514,961.0255119756296,0.10063321771618007,2424.314291052805,0.2538606361889697,2751.3083525737006,0.28810162581398263,1668.2804248176396,0.17469299733488475,1744.8556139607388,0.18271152294598275
basal_ojos_cerrados,Fp1,27,54.0,56.0,21856.793300630674,12579.037301460974,0.5755207147014566,2417.737439108603,0.11061720746743027,2259.1024092140256,0.10335927956773236,2854.288942777853,0.1305904715077986,1746.627208069218,0.07991232675558219
basal_ojos_cerrados,Fp1,28,56.0,58.0,11481.584580483572,3637.054996762548,0.3167729132915002,1612.5180380485126,0.1404438583145984,1104.4178305097482,0.09619036664913314,3603.942129413242,0.3138889152581981,1523.6515857495226,0.1327039464865703
basal_ojos_cerrados,Fp1,29,58.0,60.0,10795.24495858513,2736.3527302098373,0.25347759506223144,915.1927770237378,0.08477739787608181,2461.898423891398,0.22805396573549033,3174.265662959744,0.29404294901482037,1507.535364500414,0.13964809231137612
basal_ojos_cerrados,Fp2,0,0.0,2.0,28136.558981270384,13414.78307581367,0.4767741174300477,1223.5795530984603,0.04348717815540125,3539.4900315485156,0.12579683371746495,7482.760848043869,0.26594441960813,2475.945472765865,0.08799745108895596
basal_ojos_cerrados,Fp2,1,2.0,4.0,12486.67855578057,1945.476752936163,0.15580418317371722,2155.9057310720946,0.17265646115908395,2613.310623988526,0.20928789127663758,3735.4829793171484,0.29915745509344016,2036.5024684666412,0.16309400929712126
basal_ojos_cerrados,Fp2,2,4.0,6.0,23587.974875387295,13271.304182030755,0.5626300796122435,955.1106613598206,0.040491422701845595,4299.956819290755,0.18229444630185335,3714.8197165904944,0.157487861345261,1346.783496115473,0.057096190038796624
basal_ojos_cerrados,Fp2,3,6.0,8.0,17859.551779490637,6014.942082136177,0.33679132356745667,2216.3976271912024,0.12410152587011986,2225.681026868777,0.12462132613118997,4960.095391886243,0.2777278765518777,2442.435651408235,0.13675794787935572
basal_ojos_cerrados,Fp2,4,8.0,10.0,18837.41756928273,5142.999865363696,0.27302043108871454,5266.572678674262,0.2795803967982431,3983.608720886427,0.211473186610372,3328.1329052611377,0.1766767070390882,1116.1033990972098,0.059249278463582286
basal_ojos_cerrados,Fp2,5,10.0,12.0,18795.86073632774,7617.162158460314,0.40525742690454325,1055.8083864165537,0.05617238823098629,2356.104216792229,0.12535229164783412,6519.8693292926555,0.3468779334319797,1246.9166453659866,0.06633995978465651
basal_ojos_cerrados,Fp2,6,12.0,14.0,18708.073727809755,3840.4533674665636,0.20528320677706588,3636.487731923094,0.1943806607153475,3633.8071479068108,0.19423737583977538,6178.734342839046,0.3302710066645873,1418.5911376742395,0.07582775000322392
basal_ojos_cerrados,Fp2,7,14.0,16.0,28666.747694633745,18786.992516467588,0.6553583516550923,1452.5776227723095,0.050671169197342325,2597.972131535382,0.09062667865952954,3739.7380184112044,0.1304556086462247,2089.4674054472616,0.07288819184181114
basal_ojos_cerrados,Fp2,8,16.0,18.0,21249.74151842308,5451.011070184351,0.25652128829230414,6848.440057709533,0.3222834523315062,3230.1414146468583,0.1520085038138649,3586.8191816189064,0.1687935440771931,2133.3297942634317,0.10039321148513168
basal_ojos_cerrados,Fp2,9,18.0,20.0,28620.71241387506,16862.498227734777,0.5891711563252351,3651.4634958435245,0.12758115322361188,2313.0939628751016,0.08081888142496882,4658.430114890398,0.16276429627349295,1135.2266125312572,0.03966451275269129
basal_ojos_cerrados,Fp2,10,20.0,22.0,12788.208865710263,1829.2239918349867,0.143039890186638,2915.6862299875947,0.22799801446827997,2248.3401513960675,0.17581353065202643,4046.300248936968,0.31640867704206316,1748.6582435546434,0.13673988765099218
basal_ojos_cerrados,Fp2,11,22.0,24.0,18787.2006235121,8460.39266262175,0.45032747731631745,3206.1221872304573,0.1706545989197565,2070.957139992775,0.1102323428324378,3442.3865743863653,0.1832304153966522,1607.3420592807568,0.08555516553483626
basal_ojos_cerrados,Fp2,12,24.0,26.0,14765.2950584001,3584.2766140663225,0.24275008388858424,2965.027291899586,0.20081056830711672,3165.3871360729186,0.21438021546830544,3624.008669958973,0.2454409922473743,1426.595346402298,0.09661814008861923
basal_ojos_cerrados,Fp2,13,26.0,28.0,12919.372099842712,1754.508228974606,0.13580445051164416,3123.024682931409,0.24173192464743937,1996.3597457709475,0.15452451793653751,4436.774061895992,0.3434202550718396,1608.7053802697578,0.12451885183253937
basal_ojos_cerrados,Fp2,14,28.0,30.0,15811.323872036866,3604.628878166889,0.2279776764640094,3436.114544974879,0.21731985080969868,1545.317217149221,0.09773484052668059,6095.19564108417,0.3854955910342103,1130.0675906617075,0.07147204116540107
basal_ojos_cerrados,Fp2,15,30.0,32.0,128510.64397210536,118681.8292681641,0.9235175048529466,3427.622444493255,0.026671895327497214,1433.9077643639948,0.011157891051228722,3744.5665528662626,0.029138182154616405,1222.7179422177544,0.009514526613711147
basal_ojos_cerrados,Fp2,16,32.0,34.0,54701.537618420865,44388.57876027346,0.8114685746114294,3576.1254883744487,0.06537522790164092,2174.947107942893,0.03976025542672268,3859.827301172693,0.07056158691730975,702.0589606573743,0.01283435514289738
basal_ojos_cerrados,Fp2,17,34.0,36.0,38278.482042097974,24115.28211348073,0.629995779011278,5310.531739543001,0.13873412570808255,1662.4223933760018,0.04342968437326485,5644.677427369181,0.14746346057195445,1545.568368329062,0.04037695033542015
basal_ojos_cerrados,Fp2,18,36.0,38.0,19546.13566942417,11078.682726360195,0.566796573692593,3380.986929115979,0.17297469874850116,2173.1777107044645,0.11118196187003579,2064.909607028673,0.1056428565703036,848.3786962148579,0.043403909118566515
basal_ojos_cerrados,Fp2,19,38.0,40.0,29090.18782667263,19732.21147212042,0.6783115870440708,3806.517115561246,0.13085227012769823,1224.5267579347505,0.04209415096357641,3138.302268303287,0.10788181523619435,1188.6302127529254,0.040860176628460164
basal_ojos_cerrados,Fp2,20,40.0,42.0,51852.885710134295,44170.81411010183,0.8518487159427067,2481.021133470139,0.04784731070396802,1046.322379904396,0.02017867213318659,2888.5018492368577,0.05570571067893951,1266.2262374210761,0.024419590541199153
basal_ojos_cerrados,Fp2,21,42.0,44.0,12552.787242401126,6234.461787270807,0.496659559895342,1153.8632310213418,0.09192087850607338,1917.3961070080086,0.15274664263657547,2714.8005688459016,0.21627073863530313,532.2655482550653,0.042402180326705854
basal_ojos_cerrados,Fp2,22,44.0,46.0,13900.411378050303,5341.144046608075,0.3842435954839513,1838.718050951783,0.1322779593311349,1639.9859839093513,0.11798111144386711,4230.475354246665,0.3043417377507887,850.0879423344302,0.06115559599025803
basal_ojos_cerrados,Fp2,23,46.0,48.0,48632.69222961775,40124.74630441186,0.8250570648025018,1364.3978674696796,0.028055158061735863,4169.590267385702,0.08573636531778069,2408.7507317219815,0.04952945480273104,565.2070586285136,0.011621957015250275
basal_ojos_cerrados,Fp2,24,48.0,50.0,20715.54241013118,8188.926429977322,0.3953035005239559,6916.735474907232,0.3338911112230651,1775.8140671786625,0.08572375427206674,2425.1760266425217,0.11707036092168462,1408.8904114254435,0.0680112730592277
basal_ojos_cerrados,Fp2,25,50.0,52.0,13229.69382332183,4540.089437480791,0.34317418816430517,1738.263787566787,0.13139108212032138,2230.3912264509936,0.16858978418073223,4060.546325415368,0.30692670440016345,660.4030464078895,0.049918241134477716
basal_ojos_cerrados,Fp2,26,52.0,54.0,12507.823250673591,3037.120701313589,0.24281768621490787,2748.967495833679,0.2197798482390321,2297.024162470562,0.18364699567903303,2817.818397739739,0.22528447526534956,1606.8924933160242,0.12847099460167757
basal_ojos_cerrados,Fp2,27,54.0,56.0,25828.729034135707,15080.953803231416,0.5838829228995418,2116.9284736212226,0.08196022618160778,3201.8212772902184,0.12396356294026835,4008.4074745134503,0.15519182028724168,1420.6180054794056,0.05500146769134059
basal_ojos_cerrados,Fp2,28,56.0,58.0,14540.43406036911,6752.871772736228,0.4644202328967342,1605.8027530321651,0.11043705754348035,1473.5230588143963,0.10133968853313521,3435.2218122886397,0.2362530443057101,1273.0146634976809,0.08754997672094014
basal_ojos_cerrados,Fp2,29,58.0,60.0,11461.10680640844,3790.9079818990813,0.3307628177567814,2125.612176605109,0.18546308070496126,1254.073475480328,0.1094199274697551,2507.5585752090333,0.21878851820898662,1782.9545972148858,0.15556565585951548
ojos_abiertos,Fp1,0,0.0,2.0,28595.88836627331,3730.059343012538,0.13044040790884684,3126.5354481059658,0.1093351396557233,3169.1497718585947,0.11082536521566393,13369.005197843131,0.46751494573642494,5201.138605453085,0.1818841414833412
ojos_abiertos,Fp1,1,2.0,4.0,22902.465890520518,3874.584920450302,0.16917763087048274,950.5862587790153,0.04150584759401254,2872.3551734180255,0.12541685192977026,10687.177534242075,0.46663872725886557,4517.762003631103,0.19726094234686906
ojos_abiertos,Fp1,2,4.0,6.0,18582.37032857224,3914.858936264355,0.21067597228136556,3301.2804665558197,0.17765658568755208,2873.8464677475727,0.1546544610258223,6722.810588444424,0.36178434018761507,1769.5738695600714,0.0952286408176451
ojos_abiertos,Fp1,3,6.0,8.0,15186.47534789825,2576.5141542781494,0.16965846881875254,1280.4652085201333,0.08431615494620645,1216.8218836977387,0.08012536522282257,8594.267181733698,0.5659158550521146,1518.406919668534,0.09998415596010406
ojos_abiertos,Fp1,4,8.0,10.0,29910.699810279093,8749.147836057004,0.2925089647367688,3323.513229515432,0.11111452592537724,6877.413429054965,0.22993154532250284,7297.214253015904,0.2439666841398391,3663.411062635789,0.12247827987551209
ojos_abiertos,Fp1,5,10.0,12.0,22870.545656119924,4232.384862145494,0.18505832461469718,1295.173738166306,0.05663064439477992,2495.9788693990176,0.10913508173037922,12533.377313280114,0.548013917189873,2313.630873128991,0.10116203207027057
ojos_abiertos,Fp1,6,12.0,14.0,55124.57220548159,20876.27044291998,0.37871079280401276,4774.576399939584,0.08661430300342177,8553.462306720157,0.15516605325908725,13784.861170287766,0.2500674493926866,7135.401885614114,0.1294414015407918
ojos_abiertos,Fp1,7,14.0,16.0,28213.15641594055,8746.541758364949,0.3100164203330017,2766.9929922223478,0.09807456320835428,2706.296953151699,0.09592322508170799,11208.946757203583,0.3972950276088386,2784.3779549979695,0.09869076376809736
ojos_abiertos,Fp1,8,16.0,18.0,21652.482750214403,4684.654915078176,0.21635647833649876,3953.6954827557593,0.18259778928661702,1942.9240121468406,0.08973215841160763,8771.666230279523,0.40511133672154365,2299.5421099541036,0.10620223724373287
ojos_abiertos,Fp1,9,18.0,20.0,25570.311830882485,6926.919198034751,0.27089693875648324,4409.6243742318975,0.1724509424600049,1948.0165073188157,0.07618274349576383,9517.918100146395,0.3722253433237819,2767.8336511506204,0.10824403196396595
ojos_abiertos,Fp1,10,20.0,22.0,35791.714891845324,12157.454571235681,0.3396723126559549,5221.1100752544835,0.1458748230150896,3110.8499609355354,0.08691536491994972,10589.269424531523,0.2958581184648448,4713.030859888108,0.1316793809441612
ojos_abiertos,Fp1,11,22.0,24.0,20539.092874476344,6059.12796864863,0.29500465311095736,2603.16112643346,0.12674177688092417,2904.086200941313,0.14139310916453288,5737.270111332024,0.27933415299278636,3235.4474671209177,0.15752630785079924
ojos_abiertos,Fp1,12,24.0,26.0,35214.91443280998,15105.938321359043,0.42896422054868705,3058.905160073392,0.08686391006031777,1905.6005942140096,0.05411345235127274,11098.646349538702,0.31516891431654354,4045.8240076248308,0.11488950272317881
ojos_abiertos,Fp1,13,26.0,28.0,17459.18448608409,3679.7856851927936,0.21076503820243042,1941.9130471568997,0.11122587361996827,714.867634285313,0.04094507592007524,7377.767253493508,0.4225722718821137,3744.8508659555773,0.21449174037541244
ojos_abiertos,Fp1,14,28.0,30.0,27249.97813251955,6752.983415684609,0.24781610402929977,1086.5753630427832,0.03987435724750498,1335.0061576766916,0.04899109097205195,14453.525239011427,0.5304050215645089,3621.8879571040397,0.13291342618663443
ojos_abiertos,Fp1,15,30.0,32.0,25524.779730434013,5885.097319827461,0.2305640785926341,1049.7021984879034,0.04112482887506801,1364.4873955110263,0.05345736221512244,11647.524695732984,0.45632224131772886,5577.968120874636,0.21853148899944652
ojos_abiertos,Fp1,16,32.0,34.0,28838.836353084378,4837.505670484027,0.16774274839860676,2867.3350223718626,0.09942616918609459,4557.595818701044,0.158036744718155,12795.903615080639,0.443703881058713,3780.4962264468077,0.13109045663843075
ojos_abiertos,Fp1,17,34.0,36.0,42016.93654653401,18103.85757747817,0.43087047903713876,3867.1337190785694,0.09203749813591706,2506.8353393195575,0.05966249673017504,12562.297855990939,0.2989817651764811,4976.812054666775,0.11844776092028808
ojos_abiertos,Fp1,18,36.0,38.0,28096.554408311767,5211.442076934935,0.18548331589702832,5032.837054549429,0.17912648581067903,1709.8596945936247,0.06085656161766936,10335.703795733642,0.367863747473464,5806.711786500133,0.20666988920115917
ojos_abiertos,Fp1,19,38.0,40.0,27802.71809413142,7264.600770274393,0.2612910272182273,974.3759922492604,0.03504606955875049,3919.4037151474345,0.1409719618735673,10238.721030675573,0.3682633113787805,5405.616585784753,0.19442762997067425
ojos_abiertos,Fp1,20,40.0,42.0,29596.3813129736,7417.685591215509,0.2506281262150099,3380.0729359442907,0.1142056152135948,2207.991934634224,0.07460344260621986,10204.367726729646,0.344784303824892,6386.263124449932,0.21577851214028343
ojos_abiertos,Fp1,21,42.0,44.0,26175.360249596837,6984.398704106156,0.2668310440622773,1240.611650522712,0.04739616336481253,1143.9607563145148,0.04370372538930518,12096.797894863612,0.46214446638035983,4709.591243789843,0.17992460080324518
ojos_abiertos,Fp1,22,44.0,46.0,31624.294230053376,5583.317148367985,0.176551517885323,1003.729353093055,0.03173918588637419,3205.5949857975825,0.10136494944292618,15401.612230380435,0.48701837006512194,6430.040512414316,0.20332597672025465
ojos_abiertos,Fp1,23,46.0,48.0,32689.56579567752,8365.612078143693,0.25591077380568517,2547.9951068552036,0.07794521110439834,2861.5020844890396,0.08753564064981893,10481.115281503939,0.3206257111830417,8433.34124468565,0.257982663257056
ojos_abiertos,Fp1,24,48.0,50.0,39187.66156133838,11124.624163237737,0.2838807859413849,730.5353356153566,0.018641973174946615,2130.2383055316955,0.05435992403367437,16518.602122128515,0.42152558902431114,8683.66163482507,0.22159172782568293
ojos_abiertos,Fp1,25,50.0,52.0,20543.551626453846,3399.9746022167815,0.16550081816615625,1188.0987932097846,0.05783317387436916,2131.6766008751274,0.10376378143544451,8831.21552373733,0.4298777389770039,4992.5861064148285,0.2430244875470265
ojos_abiertos,Fp1,26,52.0,54.0,44938.70428087156,6877.161355773162,0.1530342600176051,10125.053583608244,0.22530808899886406,6949.045913448921,0.1546338735094956,9644.417127951378,0.21461271040822116,11343.026300089867,0.2524110670658143
ojos_abiertos,Fp1,27,54.0,56.0,31973.96814998232,9626.13268363963,0.3010615585305433,2213.651614262507,0.06923293361270615,594.2561337799953,0.01858562349823082,12224.136862520669,0.38231528864919534,7315.790855779521,0.22880459570932443
ojos_abiertos,Fp1,28,56.0,58.0,28524.546229172713,6524.529491224963,0.22873385745755268,1274.492084331939,0.04468053844195728,3272.411582561827,0.1147226517214516,10844.032163951832,0.3801649315234817,6609.080907102148,0.2316980208555566
ojos_abiertos,Fp1,29,58.0,60.0,62736.78487293625,13942.197222937408,0.22223321216054015,2059.1549251442866,0.03282213025922175,3661.354345535965,0.05836056713699112,21979.08476752796,0.3503380801557368,21094.99361179063,0.33624601028751006
ojos_abiertos,Fp1,30,60.0,62.0,46977.88210178034,12350.413183237732,0.2628984669100202,3242.987946569699,0.06903222966807178,3332.738075718692,0.07094270594187535,22542.68476255048,0.4798574085079108,5509.058133703731,0.11726918897212167
ojos_abiertos,Fp2,0,0.0,2.0,31906.146081561066,8902.63229324565,0.2790256231663963,2422.96106999356,0.0759402612838226,5016.478795506439,0.15722609627257744,11859.796939251588,0.37170885223601174,3704.276983563827,0.11609916704119184
ojos_abiertos,Fp2,1,2.0,4.0,35529.37631539329,6087.442136019339,0.17133546285702525,3981.5781855144623,0.11206439849014245,7393.972418358604,0.20810870285823527,12851.497598504107,0.36171469728096883,5214.885976996773,0.14677673851362813
ojos_abiertos,Fp2,2,4.0,6.0,26301.911595628248,2631.6067302024157,0.10005382006682079,851.7525154884383,0.03238367342204936,4622.271408547443,0.1757389911277677,12159.40182864002,0.4623010682866521,6036.87911274993,0.22952244709671007
ojos_abiertos,Fp2,3,6.0,8.0,30181.469124863455,10877.9885045842,0.36041945007981496,2319.9595539411443,0.07686701877709341,4006.0689133074593,0.13273273400754587,9460.968441000565,0.31346944715844305,3516.483712030083,0.11651134997710262
ojos_abiertos,Fp2,4,8.0,10.0,25453.240722008795,3283.451628555321,0.12899935471541746,3938.9959327950096,0.15475420107857055,5129.598707504819,0.201530279131387,8540.698641738716,0.33554464576896814,4560.495811414931,0.1791715193056569
ojos_abiertos,Fp2,5,10.0,12.0,27956.712217011547,6508.097791877185,0.23279195855931276,3704.2453872114947,0.13249932103809675,1832.9137767944633,0.06556256553226393,11635.287311457452,0.41618940099749735,4276.167949670951,0.15295675387282917
ojos_abiertos,Fp2,6,12.0,14.0,28320.680287413838,5067.597765452115,0.17893630075348987,1735.1390814204428,0.06126756362528362,3285.863810046712,0.11602347742709423,12978.345818097714,0.4582639147925235,5253.733812396858,0.18550874340160894
ojos_abiertos,Fp2,7,14.0,16.0,26904.851726676778,7752.593950247874,0.2881485476673711,1496.0725049594676,0.05560604905605472,4190.588820515787,0.15575587864551294,10945.229898117504,0.4068124964712241,2520.366552836145,0.0936770281598372
ojos_abiertos,Fp2,8,16.0,18.0,23334.46773376174,4549.3317327636105,0.19496188148236002,1797.7741637011,0.0770437185117349,2141.1343117371043,0.0917584380396721,11727.843574121878,0.502597432601958,3118.383951438046,0.133638529364275
ojos_abiertos,Fp2,9,18.0,20.0,23026.62826309103,6392.542903585469,0.2776152387812662,1927.0893960574556,0.083689603794332,3515.192712430796,0.152657726188477,7663.833845586331,0.332824839052557,3527.9694054309775,0.15321259218336786
ojos_abiertos,Fp2,10,20.0,22.0,30068.769040772102,4849.496125590437,0.16128016810447762,3776.8068763361225,0.125605636573114,4484.127360772577,0.14912906327133882,12620.932207726995,0.4197355798175008,4337.40647034597,0.14424955223356875
ojos_abiertos,Fp2,11,22.0,24.0,19246.98887688876,3791.9508624784985,0.1970152779083156,1993.3851425135954,0.10356867535301564,2030.2718236827127,0.10548516636389839,8622.965875307826,0.44801635884260516,2808.4151729061277,0.1459145215321651
ojos_abiertos,Fp2,12,24.0,26.0,27999.192729167546,4475.969205323615,0.1598606520059013,4278.343460289504,0.15280238618567862,3669.143333813154,0.13104461151092062,12467.553662836224,0.44528261166074345,3108.183066905049,0.11100973863675603
ojos_abiertos,Fp2,13,26.0,28.0,21673.58931574399,6715.919216259363,0.3098664978108092,3540.752987336234,0.1633671717108796,1970.8964203410835,0.09093539568498687,6757.8008685822815,0.3117988797394681,2688.2198232250234,0.12403205505385599
ojos_abiertos,Fp2,14,28.0,30.0,26261.16389789032,3842.796058399939,0.14632999791409276,1226.2583263756264,0.04669474403890139,5501.315359282459,0.20948482636462296,12033.42680205033,0.45822138153659786,3657.367351781966,0.139269050145785
ojos_abiertos,Fp2,15,30.0,32.0,20885.99241168974,3561.890549025497,0.17053968414888118,2808.573534385603,0.13447163433869988,1378.4886011857075,0.06600062731106698,8699.809808972936,0.4165380144495176,4437.229918119997,0.2124500397518344
ojos_abiertos,Fp2,16,32.0,34.0,21016.419234155415,3734.9186883710954,0.1777143216814589,1832.2752894790679,0.0871830386073235,2959.634350364834,0.1408248625700663,9226.247030637534,0.4390018550659307,3263.343875302885,0.15527592207522067
ojos_abiertos,Fp2,17,34.0,36.0,21708.37471857135,3113.400517786967,0.1434193281693943,4212.72338967205,0.19405982457397405,1934.2497242723794,0.08910154488063278,9600.915174848547,0.4422678021415872,2847.085911991402,0.13115150023441144
ojos_abiertos,Fp2,18,36.0,38.0,24653.60925180683,4091.6125150715243,0.16596403687917036,3935.324896927317,0.1596246966005151,3017.082843721455,0.12237895120773593,7648.737085420925,0.3102481672074185,5960.851910665608,0.2417841481051601
ojos_abiertos,Fp2,19,38.0,40.0,29856.780824942536,3406.631555322826,0.11409909110083648,2222.5726952437426,0.07444113644653183,2614.550091378553,0.08756972517259269,16459.336780478516,0.551276337425108,5153.689702518906,0.17261370985493127
ojos_abiertos,Fp2,20,40.0,42.0,25520.30835169261,4100.591264708855,0.16067953443975092,2033.4751871230496,0.07968066682815693,1836.660890892741,0.07196860106789918,12737.421412705846,0.499109228508246,4812.159596262117,0.18856196915594695
ojos_abiertos,Fp2,21,42.0,44.0,26077.409595421002,3646.211833559475,0.13982262387747757,2522.5828148220444,0.09673440935885715,587.9742513019905,0.02254726448769798,11212.16496792895,0.42995700653862956,8108.475727808542,0.3109386957373377
ojos_abiertos,Fp2,22,44.0,46.0,27325.84483199322,7595.5905097090135,0.27796361124088875,1355.6078983275806,0.04960900227100861,1927.5953650835077,0.07054110776573942,12997.42668124002,0.4756459227940347,3449.6243776331016,0.12624035592832855
