condition,channel,epoch,start_s,end_s,total_0p5_45,delta_abs,delta_rel,theta_abs,theta_rel,alpha_abs,alpha_rel,beta_abs,beta_rel,gamma_abs,gamma_rel
ojos_abiertos,Fp2,23,46.0,48.0,27664.75340720194,7052.161569651717,0.2549150345152122,1740.4547782989134,0.0629123546731424,2055.591599007489,0.07430362992038667,12924.37310172006,0.46717832295427114,3892.1723585237623,0.14069065793698768
ojos_abiertos,Fp2,24,48.0,50.0,33339.43387954844,6571.7036515995715,0.19711503426670007,1321.5955637016582,0.03964061202947932,5355.692468374518,0.16064137404744253,17164.669710407987,0.5148458660822489,2925.7724854646985,0.08775711357412906
ojos_abiertos,Fp2,25,50.0,52.0,22209.997814864062,3398.199547045236,0.15300314639252183,3777.268426028315,0.1700706347436187,825.3853565562094,0.03716278423061435,11046.664254275836,0.49737349577237894,3162.480230958466,0.1423899388608662
ojos_abiertos,Fp2,26,52.0,54.0,47235.7455040541,8265.640705852014,0.17498698533598034,1256.5570822990687,0.026601825987719877,5586.423862717262,0.11826687190186923,24779.059126140848,0.5245827891932845,7348.064727044904,0.15556152758114597
ojos_abiertos,Fp2,27,54.0,56.0,48597.86018762285,13231.731240615472,0.27226983224223106,1776.6960926268193,0.036559142434820974,1555.5323541699188,0.03200824785627269,24529.527441183265,0.5047450103046013,7504.373059027379,0.15441776716207417
ojos_abiertos,Fp2,28,56.0,58.0,40343.894485423436,2276.717244164799,0.056432758245176226,1043.042701564406,0.025853793117103886,5375.4276807579145,0.13324017795803275,21682.503327248523,0.5374419996830644,9966.203531687792,0.24703127099662278
ojos_abiertos,Fp2,29,58.0,60.0,43797.4926468545,3166.4526325295074,0.07229757781024296,1690.2465078940031,0.03859231215637626,1342.4953255036432,0.030652332916141493,27346.878926668454,0.6243937100959245,10251.419254258895,0.23406406702131483
ojos_abiertos,Fp2,30,60.0,62.0,46145.9466529842,7872.089710148796,0.1705911413920407,1861.248050172238,0.040333944477697115,2887.7380774238136,0.06257836899824586,29030.05578536796,0.6290922148303273,4494.815029871388,0.0974043303016889
parpadeo,Fp1,0,0.0,2.0,172086.84806360732,62425.79720159001,0.36275751403451806,52333.49071385898,0.30411092598148637,17731.17069121451,0.10303617557490886,34584.89977552306,0.20097352101387592,5011.489681420764,0.029121863395210775
parpadeo,Fp1,1,2.0,4.0,647203.9397479219,544601.2356154169,0.8414677386351086,59686.99440693334,0.09222285394335007,17027.247174411717,0.02630893622347791,18914.19449850936,0.029224473673439336,6974.2680526505355,0.010775997524624045
parpadeo,Fp1,2,4.0,6.0,588062.9969474183,508230.79498712794,0.8642454934680602,43261.79767598792,0.07356660408928292,13679.523374560153,0.023262003298233892,17557.39830939174,0.029856322197673726,5333.482600350626,0.00906957694674933
parpadeo,Fp1,3,6.0,8.0,410944.55805892695,327451.3081823082,0.796825999421931,45754.17139829633,0.11133903710615742,7899.335118567535,0.019222386484151515,20164.56756937588,0.04906882734893012,9675.175790378882,0.023543749638829676
parpadeo,Fp1,4,8.0,10.0,221088.88128969222,156271.79388822758,0.7068279190551651,18898.79646366364,0.08548053775214771,11634.151074460395,0.05262205411051945,29251.262481002068,0.13230544345047462,5032.877382338595,0.022764045631693385
parpadeo,Fp1,5,10.0,12.0,239410.59826552722,182125.43942969505,0.7607242150061463,31092.5699075011,0.1298713178646199,5850.172246356982,0.024435727944961867,16852.546365075075,0.0703918142603868,3489.870316899049,0.014576924923885277
parpadeo,Fp1,6,12.0,14.0,386697.3173938653,307545.54773333017,0.7953133727588905,46238.99105781714,0.11957411902788309,10409.171078384388,0.026918136253276017,17702.554786435925,0.04577884042677552,4801.05273789764,0.012415531533174803
parpadeo,Fp1,7,14.0,16.0,122295.3155614077,92031.85501898562,0.7525378596596695,12856.160280343935,0.1051238980113553,1832.0951733850125,0.014980910470483796,11657.046974961993,0.09531883475216746,3918.1581137311473,0.03203849710632405
parpadeo,Fp1,8,16.0,18.0,217855.9101300729,168389.16648341573,0.7729382525490238,11989.862831528339,0.055035747363336066,8084.448915871224,0.037109155822508226,23751.42247549771,0.10902353973925565,5641.0094237598505,0.025893304525875994
parpadeo,Fp1,9,18.0,20.0,550943.2866210999,469482.4969115842,0.8521430577562538,39389.68143864596,0.07149498395782326,8816.384827693799,0.016002345507763832,25112.039079688562,0.04558008000006516,8142.684363487323,0.01477953277809389
parpadeo,Fp1,10,20.0,22.0,155929.30725790534,104241.32648589057,0.6685165753572969,11129.721433488136,0.07137671313500868,10782.246486123708,0.06914829980158888,20901.364270761813,0.13404384742241682,8874.648581641142,0.05691456428368897
parpadeo,Fp1,11,22.0,24.0,253334.17403658837,201423.5638071493,0.7950903764687438,7048.581558647393,0.027823255924521992,4903.569887534778,0.01935613268988561,33382.636605805514,0.13177312825147763,6575.822177451343,0.025957106665370835
parpadeo,Fp1,12,24.0,26.0,285128.64753012185,201456.53047626885,0.7065460879548638,44423.40785545207,0.15580127861673052,11417.65003892477,0.04004385437180098,19552.84782928367,0.06857552897142,8278.211330192516,0.029033250085184727
parpadeo,Fp1,13,26.0,28.0,155273.67241190095,96794.3858034231,0.6233792522576048,13856.24538705714,0.0892375711337599,16869.519131635698,0.10864378274563649,20433.40363987998,0.13159606082913683,7320.1184499050505,0.04714333303386209
parpadeo,Fp1,14,28.0,30.0,247872.55696675953,195942.15523086095,0.7904955579940921,22172.570380592588,0.08945149334771255,3654.4488075804807,0.014743256987785678,20939.940040749305,0.08447865426085638,5163.442506976201,0.020831037409553308
parpadeo,Fp2,0,0.0,2.0,313913.47274441936,225571.06595008456,0.7185772052980313,41591.447665591506,0.13249335016421623,12693.902941895758,0.040437585653518036,21866.777081502412,0.0696586128984206,12190.279105345091,0.038833245985813794
parpadeo,Fp2,1,2.0,4.0,769859.5188891818,680027.8668677016,0.88331422835286,39568.94766631126,0.05139762085867909,26513.788611220178,0.03443977499879005,16883.623799778667,0.021930785273837728,6865.291944170283,0.008917590515833467
parpadeo,Fp2,2,4.0,6.0,522626.7706279792,434485.0484728309,0.8313486275315772,31662.35630385593,0.06058311223860767,8668.130816166049,0.016585699974286765,37110.13948024335,0.07100696245554443,10701.095554882924,0.02047559779998387
parpadeo,Fp2,3,6.0,8.0,382269.32219761785,306535.26587966713,0.8018829868884972,25832.665887144332,0.06757713577075872,14185.867510852697,0.03710961536044782,26400.982310631716,0.06906382693451783,9314.540609322028,0.024366435045778498
parpadeo,Fp2,4,8.0,10.0,120948.81430355893,59161.15345521804,0.48914207051864594,11335.221850960836,0.09371916472460447,8940.199056608924,0.07391721124417719,34621.64337460083,0.2862503743749565,6890.596566170297,0.0569711791376159
parpadeo,Fp2,5,10.0,12.0,138134.1024167799,74334.46720870388,0.5381326255295091,25813.98657333394,0.18687627545765392,14309.3618488304,0.10359036326638602,18357.336856402508,0.13289503848234757,5318.9499295092,0.038505697264103536
parpadeo,Fp2,6,12.0,14.0,334776.2560473377,277970.2943732423,0.83031663492269,23056.310312604677,0.06887080519039107,14538.657211260888,0.04342798196896349,13232.58371695548,0.0395266494499669,5978.410433274296,0.01785792846798831
parpadeo,Fp2,7,14.0,16.0,79617.34148156882,30026.17562661282,0.3771311006856941,8928.59955723792,0.11214390472086869,4562.146146000808,0.057300910343218776,29487.038589304688,0.3703594975741667,6613.381562412582,0.08306458667605172
parpadeo,Fp2,8,16.0,18.0,125782.78255141772,76111.46586541746,0.6051024180062519,11875.417904414631,0.09441211001641003,4698.98673288862,0.037357948660165466,22026.220529869952,0.17511316002940253,11070.69151882707,0.08801436328777011
parpadeo,Fp2,9,18.0,20.0,836951.9192313489,760047.4683769682,0.9081136573233392,27063.570219161345,0.03233587210603012,18643.957661606768,0.02227601996388186,22812.736166757757,0.027256925568327536,8384.186806854901,0.010017525038421422
parpadeo,Fp2,10,20.0,22.0,72461.4615591519,32436.980588586357,0.4476445808660281,7141.194058715293,0.09855161495584489,6033.626118929338,0.08326669086027137,18325.664050275856,0.25290221389360484,8523.996742645046,0.11763489942425076
parpadeo,Fp2,11,22.0,24.0,166133.21162773974,108975.49946221343,0.6559525238481423,8715.592620016561,0.05246147073557984,10512.114602781467,0.06327521450880222,21487.7903381374,0.1293407268035353,16442.214604590907,0.09897006410394045
parpadeo,Fp2,12,24.0,26.0,331734.62456941034,262667.908261633,0.7918013038360843,29393.64768108111,0.08860590816901884,7005.024867027746,0.02111635128868513,24491.967496166657,0.07383000049499533,8176.076263501815,0.02464643621121647
parpadeo,Fp2,13,26.0,28.0,156680.80500894578,86201.01213370256,0.5501695764760773,17295.096421201695,0.11038427087615628,2577.2015622189133,0.01644873832548771,33703.64312141969,0.21511022437940222,16903.85177040291,0.10788718994287638
parpadeo,Fp2,14,28.0,30.0,222586.31028071902,159875.99173034617,0.7182651598326756,21001.2378899076,0.0943509862013593,6562.439521644826,0.029482673545235007,22841.973211351436,0.10262074600429757,12304.667927468976,0.05528043441643247
masticacion,Fp1,0,0.0,2.0,271796.67540693196,148235.60886694136,0.54539154551837,78339.80845616889,0.28822945806411765,10880.416002933078,0.04003145361010395,22858.86308661472,0.08410280608616938,11481.978994273879,0.04224473672123894
masticacion,Fp1,1,2.0,4.0,420998.8071221341,342351.2255840626,0.8131881131072768,15560.852370196535,0.036961749313656,6337.960916470522,0.015054581650232192,34615.295673481574,0.0822218378957057,22133.472577922803,0.05257371803312915
masticacion,Fp1,2,4.0,6.0,219616.29719112982,147877.06145788293,0.673342840896671,35369.13385567762,0.16104967758788966,6068.429935390634,0.02763196544612234,19387.811207673327,0.08828038472390923,10913.86073450527,0.049695131345407616
masticacion,Fp1,3,6.0,8.0,384730.4916916997,245645.96143042733,0.6384884139291811,43893.2605243305,0.11408833318962398,28892.405623091123,0.07509777947687024,49573.56403936241,0.12885270367155546,16725.30007448844,0.04347276973276947
masticacion,Fp1,4,8.0,10.0,53114.787573332775,28876.093215462188,0.5436544987701305,2550.4480810051627,0.048017665089668184,2774.813767773276,0.052241831221526355,13369.21690508867,0.2517042337151495,5544.215604003477,0.10438177120352542
masticacion,Fp1,5,10.0,12.0,745709.8616057655,690897.9295351635,0.9264969730283927,15391.205192429497,0.02063966964214075,8509.45334806614,0.0114112120359283,25663.642952056278,0.034415051045179654,5247.630578050243,0.00703709424835863
masticacion,Fp1,6,12.0,14.0,341972.38569400075,291804.5942552988,0.8532987061604662,22079.262671855242,0.06456446074453484,8040.464744304633,0.02351202927682967,15337.068139109013,0.04484884973382829,4710.995883432995,0.013775954084340675
masticacion,Fp1,7,14.0,16.0,69415.91600150743,37013.87200964547,0.5332188083326839,5611.951225468834,0.08084530967432549,3790.378726921724,0.05460388546683462,15829.139955167817,0.22803329361560357,7170.574084303586,0.10329870291055253
masticacion,Fp1,8,16.0,18.0,52849.31419044969,8089.681167841497,0.15307069338098184,1690.5252299868869,0.031987647444105885,3564.029450217301,0.06743757236610179,31738.702124716587,0.6005508796262116,7766.376217687406,0.1469532071825987
masticacion,Fp1,9,18.0,20.0,52114.82865584133,7015.775010060054,0.13462147321621648,5928.263541113858,0.11375387186367318,4349.355614260447,0.08345716039829953,26537.872463146272,0.5092192212392845,8283.5620272607,0.15894827328252628
masticacion,Fp1,10,20.0,22.0,50625.68660956132,7223.923834061348,0.14269285648951605,2334.813919830176,0.04611915563411274,9548.218251638518,0.18860422230471463,26501.497328713092,0.5234792672166532,5017.233275318179,0.09910449835500323
masticacion,Fp1,11,22.0,24.0,68685.26128602862,32334.202358486888,0.47075896273927464,2223.487454037929,0.03237211903116415,2247.936166216323,0.03272807184725057,15163.885482679112,0.22077349927419762,16715.749824608352,0.24336734710811286
masticacion,Fp1,12,24.0,26.0,98455.06533331909,53382.47062156109,0.5422013630363763,10245.873255852064,0.10406649186778472,3944.0755858386087,0.040059651298650426,22867.939756494226,0.23226778306504536,8014.706113573082,0.08140471073214302
masticacion,Fp1,13,26.0,28.0,281026.13790938223,217244.21507727247,0.7730391795346935,21996.190325584,0.07827097681809492,9389.08371619094,0.03341000159642973,24377.845969941336,0.08674583137103799,8018.802820393487,0.028534010679743874
masticacion,Fp1,14,28.0,30.0,122849.15667920704,44844.93218206758,0.36504061887189054,27239.552703467965,0.2217317028443096,15661.899803211174,0.1274888670510674,22323.114841324754,0.1817115839029856,12779.657149135575,0.10402722732974698
masticacion,Fp2,0,0.0,2.0,329792.86624129966,249844.01285654685,0.7575785847160909,27545.957592730723,0.08352502559159714,14330.223505291437,0.04345219370150486,25689.81903858665,0.0778968306118246,12382.853248144074,0.03754736537898278
masticacion,Fp2,1,2.0,4.0,397874.17613970797,323454.6026879703,0.8129570152710633,10881.555417558535,0.027349237699049934,7347.953310730977,0.01846803273844756,32759.87677826008,0.08233727832277536,23430.187945188143,0.05888843596866402
masticacion,Fp2,2,4.0,6.0,341302.8838680625,235636.14226912265,0.6904018495203004,22472.322990832497,0.06584275742457431,8982.858047723952,0.02631931481480378,59650.53261795878,0.1747730108281707,14561.027942424635,0.04266306741215082
masticacion,Fp2,3,6.0,8.0,476558.7054937847,340222.0455018424,0.7139142388539991,60175.26244388445,0.1262704085565577,19478.923519893146,0.04087413218002203,32986.57883805191,0.06921829033397466,23695.895190112722,0.049722930075446425
masticacion,Fp2,4,8.0,10.0,55072.583829931296,20358.907204075098,0.36967408805341495,3548.9318483678353,0.06444099044503215,1936.1045428871653,0.035155505847810166,16552.50676189592,0.30055802017590877,12676.13347270527,0.2301713954778338
masticacion,Fp2,5,10.0,12.0,728186.4596951645,676291.0192470318,0.9287333075791366,31635.035410996723,0.04344359193967967,8191.475339219449,0.01124914536676305,9165.415218790793,0.01258663230654913,2903.5144791258044,0.003987322807871602
masticacion,Fp2,6,12.0,14.0,370828.6948573552,320356.2057145785,0.863892708836376,18424.510287259945,0.04968469415331305,11296.040482788167,0.030461613784050226,14417.823713686847,0.038880010942068215,6334.114659041704,0.017080972284192343
masticacion,Fp2,7,14.0,16.0,51708.02859386032,12400.943705402347,0.23982627152168792,3975.6698843508148,0.07688689730520641,7181.133304785415,0.13887849720958198,21629.83693910732,0.4183071280670637,6520.444760214426,0.1261012058964601
masticacion,Fp2,8,16.0,18.0,47068.21970446313,11570.060641160202,0.24581470711676606,2786.095929311916,0.05919271956333906,3746.3860762444747,0.07959481152607165,20403.200293102625,0.4334814535415271,8562.47676464391,0.18191630825229607
masticacion,Fp2,9,18.0,20.0,55576.13242919849,11790.031132728227,0.21214198644981638,4110.329631193703,0.07395854032178434,3323.508275776364,0.059800999646932335,21543.713855220743,0.38764327263446174,14808.549534279451,0.2664552009470051
masticacion,Fp2,10,20.0,22.0,52265.0505404462,7216.919360892694,0.13808308393976884,2490.6135903609375,0.04765351921803909,5074.247639474685,0.09708682163328038,28356.09163140035,0.5425440392419885,9127.178318317538,0.17463253596692335
masticacion,Fp2,11,22.0,24.0,92531.97562751682,32745.79123065096,0.3538862215853645,13828.830645654409,0.14944920987445168,5161.140921423569,0.05577683699524046,28863.13166871016,0.31192602852118234,11933.08116107772,0.12896170302376106
masticacion,Fp2,12,24.0,26.0,111241.38005466794,52774.36064969724,0.47441303428420306,15964.042928201608,0.14350813447618427,5615.081312016116,0.05047655206413896,22612.924495607305,0.2032779931756916,14274.970669145676,0.12832428599978218
masticacion,Fp2,13,26.0,28.0,279412.3816672161,222471.0722590149,0.7962105005209861,20096.36118131227,0.07192366015206623,6810.89975360346,0.024375797926218367,22773.962869979703,0.0815066345095036,7260.085603305728,0.0259834068912257
masticacion,Fp2,14,28.0,30.0,155028.24308974092,80874.72598001159,0.521677369027499,19564.45760561382,0.12619931191691683,9014.512439284137,0.05814754950209893,30650.03368682533,0.19770612809617535,14924.513378006051,0.09626964145730997
musica_relajante,Fp1,0,0.0,2.0,25517.19466474669,11825.092841951531,0.46341664894254625,1652.1675618891488,0.06474722568824162,2385.2610771917616,0.09347661874787207,7088.862658504759,0.27780728844375613,2565.8105252094883,0.10055221817758388
musica_relajante,Fp1,1,2.0,4.0,69310.55160634681,39641.321760286286,0.5719377618783271,11174.516184429489,0.16122388186860473,3873.2779200941836,0.05588294755021839,12736.048658649333,0.18375338766576899,1885.3870828875363,0.02720202103708103
musica_relajante,Fp1,2,4.0,6.0,52649.005325583945,36242.69112187602,0.6883832068193787,4776.265574709496,0.09071900874808257,1820.3013288434972,0.03457427766368362,7545.398188006887,0.14331511376797693,2264.349112148048,0.04300839300087828
musica_relajante,Fp1,3,6.0,8.0,31239.329325196915,16568.20244834077,0.5303635771391944,2090.336622596163,0.06691362035452363,1435.7183305145775,0.04595867970048129,5634.110847377818,0.18035313078355608,5510.961076367587,0.1764109920222447
musica_relajante,Fp1,4,8.0,10.0,22618.79515077205,1830.2336128863863,0.08091649447667042,1706.1151037642146,0.07542908861376639,1954.787319030103,0.08642314084370581,12912.683015591292,0.5708828843233298,4214.976099500055,0.18634839174252768
musica_relajante,Fp1,5,10.0,12.0,278326.91640801396,250245.82065963076,0.8991075095761932,8902.911359631373,0.031987245339146896,4922.2852659814625,0.01768526497367444,11686.97415035349,0.04199009675809056,2568.9249724168717,0.009229883352894803
musica_relajante,Fp1,6,12.0,14.0,23550.619978486935,9690.552678650249,0.41147760388059396,2886.7172166338287,0.12257499884380083,1789.8552446494045,0.07600034505607092,6654.6196598748775,0.28256664435814227,2528.875178678576,0.1073804078613921
musica_relajante,Fp1,7,14.0,16.0,36302.07227166417,19901.051131544664,0.5482070274836229,4836.400881184935,0.13322657849921204,4156.794774262703,0.11450571590391873,5364.08344496937,0.1477624584301305,2043.7420397024994,0.056298219683115894
musica_relajante,Fp1,8,16.0,18.0,49166.94681394695,37723.58941931174,0.7672550740655483,2278.854359080007,0.046349316090410056,2719.0259589180105,0.055301907787910824,5024.769505491385,0.10219811949083712,1420.7075711458276,0.028895582565294096
musica_relajante,Fp1,9,18.0,20.0,111130.92695049885,88676.58349211341,0.7979469435327639,9783.387317256245,0.08803478550677499,3375.5679625321354,0.03037469456216916,6856.961948054742,0.061701653501990895,2438.4262305423235,0.02194192289630117
musica_relajante,Fp1,10,20.0,22.0,26088.46633903655,12011.948188040771,0.4604313657973493,2755.0862941065934,0.10560552921365554,2922.43032372546,0.11202001243563271,6075.855030987841,0.2328942971207338,2323.1465021758854,0.0890487954326287
musica_relajante,Fp1,11,22.0,24.0,34819.188067735005,25509.03266353894,0.7326142302317707,2197.160183768057,0.06310199363333352,1091.1243327765053,0.03133686893140364,4465.220554680299,0.12824022622221823,1556.6503329712123,0.04470668098127403
musica_relajante,Fp1,12,24.0,26.0,14185.585935620484,5006.91838008658,0.3529581649154188,2226.5085673058175,0.15695569977937812,1814.2474719531242,0.12789372819613237,3234.172008978096,0.22799001914027262,1903.7395072968636,0.13420238796879794
musica_relajante,Fp1,13,26.0,28.0,20935.73753656972,7727.415280041266,0.3691016505410102,3188.202837965097,0.15228519331578694,3390.021099833077,0.161925085940322,4496.103351073043,0.21475734223451298,2133.9949676572364,0.10193072796836788
musica_relajante,Fp1,14,28.0,30.0,17928.90516869027,7235.020159104812,0.40353942926417624,1395.0074018801156,0.07780772940426137,1788.6196880346724,0.09976179087377779,5324.528660550999,0.2969801340602418,2185.729259119667,0.12191091639754248
musica_relajante,Fp1,15,30.0,32.0,19945.41162186287,7033.8130254204025,0.3526531895541525,4571.4012374306,0.22919563276496766,1857.6911301645232,0.09313877123138649,4241.550065355907,0.21265793585862092,2240.9561634914357,0.11235447059087236
musica_relajante,Fp1,16,32.0,34.0,16715.848804416266,5879.250776786076,0.3517171545146304,1622.6670248655914,0.09707356436706276,1054.0909408489197,0.0630593727654699,6444.378950360608,0.3855250801657183,1715.461111555073,0.10262482818711871
musica_relajante,Fp1,17,34.0,36.0,81301.18106127216,68732.42733507892,0.8454050290275503,1960.5932477092504,0.024115187776074996,2098.992418203552,0.025817489866742017,6767.67763119,0.0832420580223746,1741.490429090439,0.02142023530725802
musica_relajante,Fp1,18,36.0,38.0,22652.116018223536,8346.911471523124,0.36848263821393407,2701.1984978344153,0.11924707147276271,938.7191347728882,0.041440681922063814,6614.2082241646785,0.2919907446546528,4051.0786899284335,0.17883886373658678
musica_relajante,Fp1,19,38.0,40.0,27085.870216382533,8827.775584064333,0.3259181083547011,3244.1194193125284,0.11977165191282521,3003.313868208267,0.11088120279007142,9047.354487247134,0.3340248777303437,2963.3068575502707,0.1094041592120586
musica_relajante,Fp1,20,40.0,42.0,25005.86578018783,5087.767738743426,0.203462970787217,1535.0114729936336,0.06138605583534023,9864.368527253542,0.3944821832591412,5685.077558600956,0.2273497589955573,2833.640482596274,0.11331903112274441
musica_relajante,Fp1,21,42.0,44.0,48239.171271919506,30761.52104627685,0.6376875936130236,1701.5882900699285,0.035273995079190754,6594.096884987548,0.1366958990198498,5346.697980931033,0.11083726855074309,3835.2670696541545,0.07950524373719291
musica_relajante,Fp1,22,44.0,46.0,43611.23721328773,22430.90574205305,0.5143377527299012,3900.6241986823184,0.08944080580896369,5234.612785498194,0.12002899069103413,9004.675242614192,0.20647603273842904,3040.4192444399787,0.06971641803167203
musica_relajante,Fp1,23,46.0,48.0,128175.64783180508,93027.38990087342,0.7257805322189284,14572.102402611437,0.11368854106930883,9258.399849158428,0.07223212837829776,8450.286368680307,0.06592739347624721,2867.469310481472,0.022371404857217718
musica_relajante,Fp1,24,48.0,50.0,20917.135982550877,8936.042672440904,0.4272115781001458,2087.1258269397294,0.09978066924079924,2940.617314567744,0.14058412762726283,4688.390294086623,0.22414112037124437,2264.9598745158755,0.10828250466054772
musica_relajante,Fp1,25,50.0,52.0,18143.002868639196,5419.416995780186,0.29870562414713797,2019.9699684239208,0.11133603312798392,3862.60646806631,0.21289785908279593,5061.201215192846,0.27896160585088736,1779.8082211759336,0.09809887779119482
musica_relajante,Fp1,26,52.0,54.0,51333.070745001416,34463.278603722545,0.6713660044792552,2236.741672473885,0.043573112615548894,3775.5104528712627,0.07354928115690225,8890.407821085088,0.17319064868042783,1967.1321948486325,0.038320953067865766
musica_relajante,Fp1,27,54.0,56.0,14285.020461528109,4001.5473878917983,0.28012192202794656,3505.7248504208324,0.24541265865613013,721.1495914434996,0.050482923240164276,4189.7922197209455,0.2932997002702754,1866.8064120510367,0.13068279580548386
musica_relajante,Fp1,28,56.0,58.0,51400.982099243614,41388.73316088206,0.8052128864185868,897.5858904360205,0.017462426859918476,3762.267061184254,0.07319445869575354,3780.2620376739173,0.07354454882545026,1572.1339490673608,0.03058567920029091
musica_relajante,Fp1,29,58.0,60.0,17974.48922746061,5414.184911022525,0.30121495206389387,1340.7567975036588,0.074592205683114,2453.942841732397,0.13652364808138048,6136.897338222079,0.3414226274005275,2628.7073389799475,0.14624656677108397
musica_relajante,Fp1,30,60.0,62.0,145252.77136071547,125116.94933036999,0.8613739218762242,10303.527260085002,0.07093515093421245,2167.916392965104,0.014925129294651314,5245.042037185396,0.036109755346147916,2419.3363401099955,0.016656042548764204
musica_relajante,Fp1,31,62.0,64.0,25119.59409786754,9881.019989080167,0.39335906267366755,1696.2887669961285,0.0675285102293962,2614.556831151814,0.10408435824899614,7328.627600759958,0.29174944357011334,3599.100909879472,0.14327862527782675
musica_relajante,Fp1,32,64.0,66.0,28112.447563571575,14922.263559670615,0.530806274548896,3705.487030124192,0.13180947769648502,2129.3027933601766,0.07574234824431833,3957.9303246777195,0.14078924703114254,3397.463855738874,0.12085265247915822
musica_relajante,Fp2,0,0.0,2.0,43766.84537883081,30600.985196712027,0.6991818791562515,2909.613286539159,0.0664798493324009,4217.057719561827,0.09635279132092846,4716.296596902299,0.10775957362427317,1322.8925791154936,0.03022590656614588
musica_relajante,Fp2,1,2.0,4.0,81427.16982368947,69868.27463518147,0.8580462121729645,3003.365261025179,0.03688406790421708,2923.6069224174357,0.03590456267542871,4474.210780195794,0.05494739397038602,1157.7122248695723,0.01421776327700341
musica_relajante,Fp2,2,4.0,6.0,24740.019737145485,8084.700837941398,0.3267863536019238,5887.761972000813,0.2379853385145337,2888.8268338737967,0.11676736173077568,6406.126416873953,0.2589378054236385,1472.6036764555233,0.059523140729128336
musica_relajante,Fp2,3,6.0,8.0,16899.633100677518,4502.096333776011,0.26640201636066996,4295.462029417959,0.2541748689943896,2325.951204300704,0.1376332367953867,4064.542735930076,0.24051070882521855,1711.580797252767,0.10127916902433512
musica_relajante,Fp2,4,8.0,10.0,13434.835962071384,3379.0988509559243,0.2515176858501021,3653.636328206364,0.2719524331016131,1514.7127137343696,0.11274515878054912,3893.5604710067205,0.2898107935220678,993.8275981680059,0.07397392874566795
musica_relajante,Fp2,5,10.0,12.0,150678.10188863278,138135.2369235642,0.916757214168127,3539.061657446233,0.023487564636711297,3302.9089757397755,0.021920298532702373,3901.588694286387,0.025893534928984427,1799.3056375962622,0.011941387733475308
musica_relajante,Fp2,6,12.0,14.0,15902.706618304555,7355.774794636558,0.46254860705094136,1869.8943003980457,0.11758339918349081,1479.518725663174,0.09303565494695085,3978.8184108306377,0.25019756110264163,1218.7003867761387,0.0766347777159753
musica_relajante,Fp2,7,14.0,16.0,20642.321534133138,10472.102880806287,0.5073122644412901,4635.464840485554,0.2245612167614275,1799.9666048781287,0.08719787655190776,2501.1142273924997,0.12116438663436083,1233.6729805706686,0.05976425561101386
musica_relajante,Fp2,8,16.0,18.0,59926.47853113289,48800.13246961297,0.8143333909443788,5772.696182963528,0.09632964132815694,1403.6624466674677,0.02342307576004553,3097.9339756793124,0.05169557850908726,852.0534562095982,0.014218313458331128
musica_relajante,Fp2,9,18.0,20.0,132088.16728688378,116154.4629226924,0.8793706908690406,10655.895878059857,0.08067259995300106,1359.745795439072,0.010294228645672893,3169.9952019571388,0.023999085361463078,748.067488735308,0.005663395170822317
musica_relajante,Fp2,10,20.0,22.0,17320.77162549764,5027.225414625084,0.29024257829394756,4156.975456261427,0.23999943802399704,1236.8707026129669,0.07140967673704493,5961.596620522305,0.34418770418670785,938.1034314758589,0.054160602758302714
musica_relajante,Fp2,11,22.0,24.0,42081.86216792083,33378.18027857505,0.7931726059408883,2329.7480337940524,0.05536228469399884,1978.1469340950039,0.047007114994139995,2956.122115433845,0.07024694163100294,1439.6648060228865,0.03421105273996997
musica_relajante,Fp2,12,24.0,26.0,15592.79189029223,6986.385765163885,0.44805226763229444,3097.6956354411286,0.19866202648222953,1355.0759697443234,0.0869039989296572,3127.9692659791585,0.20060354091729857,1025.665253963734,0.06577816603852023
musica_relajante,Fp2,13,26.0,28.0,20948.339941021746,11090.901453087341,0.5294405897704936,2268.881818984649,0.10830843042324552,1722.366031777392,0.08221969075480758,5337.421166646122,0.254789696065329,528.7694705262461,0.025241592986124495
musica_relajante,Fp2,14,28.0,30.0,19644.441547155486,11004.923089670017,0.5602054435221921,1730.1979260386447,0.0880756992702181,2700.849542154406,0.13748670511559993,2945.2468327936494,0.14992774550112478,1263.2241564987671,0.06430440659086498
musica_relajante,Fp2,15,30.0,32.0,9126.736241421,1677.782017613475,0.18383154429279863,2345.716013677568,0.2570158654340983,1108.6491950896616,0.12147268922466953,3135.523742230976,0.3435536712456573,859.0652728093218,0.0941262298027765
musica_relajante,Fp2,16,32.0,34.0,17007.878263674553,8524.150042985866,0.5011883264235114,1943.676613547791,0.11428095753125761,3070.197346723351,0.18051618779990225,2229.1149756822297,0.13106367185395348,1240.7392847353126,0.07295085639137511
musica_relajante,Fp2,17,34.0,36.0,43541.31971922396,35340.78156526191,0.8116607809124025,2767.8252789847406,0.0635677856535597,1185.2224946892748,0.027220637829357897,2804.6367640006283,0.06441322362496861,1442.8536162873997,0.033137571979711136
musica_relajante,Fp2,18,36.0,38.0,12667.503838670056,6156.466011463242,0.48600466910216467,1747.515512306029,0.13795263333344276,1624.1263163341448,0.1282120248013013,2359.0773128370724,0.186230637296949,780.3186857295705,0.0616000354661424
