condition,channel,window,t_start_s,t_stop_s,p2p_uv,rms_uv,total_1_45,theta_4_8,rel_theta_4_8,alpha_8_13,rel_alpha_8_13,beta_13_30,rel_beta_13_30,gamma_baja_30_45,rel_gamma_baja_30_45,bad_by_p2p,bad_by_high_freq,bad_window,use_for_clean_analysis
parpadeo,Fp1,2,4.0,8.0,1090.9573434251163,245.1974221791621,39353.50897195123,4094.465904556511,0.10404322286672822,931.7179566338735,0.023675600498495444,2037.7093852055839,0.051779610978475596,949.7633350303903,0.024134146098822428,False,False,False,False
parpadeo,Fp1,3,6.0,10.0,1011.0874769106531,208.2434866421013,29767.08335614446,2969.423377362127,0.09975526798628005,979.3417328071152,0.03290015756968549,2309.0642951620707,0.07757106289304755,860.2148835512214,0.028898191779802223,False,False,False,False
parpadeo,Fp1,4,8.0,12.0,968.8725454995655,189.34352731392798,23296.563101970907,2787.3193463706166,0.11964508816902727,741.5413954137701,0.031830506163848485,1861.6900938426247,0.0799126500202566,598.5536487780303,0.025692787651041632,False,False,False,False
parpadeo,Fp1,5,10.0,14.0,953.0127492174664,193.96297988588287,25674.62807856671,3043.866453030605,0.1185554253684258,977.3314668149408,0.038066041845833835,1776.92887543617,0.06920952739796678,543.540393867492,0.021170331745574214,False,False,False,False
parpadeo,Fp1,6,12.0,16.0,1003.6788192529464,172.36087598507734,21489.559732354955,2352.764122725714,0.10948405421183954,604.5721521853749,0.02813329634087958,1535.3998487997906,0.07144864147626408,530.7405271083495,0.024697598914009383,False,False,False,False
parpadeo,Fp1,7,14.0,18.0,970.5028687074191,173.2423986725344,14759.49178289172,1284.5909658064431,0.08703490504296771,493.00207409591724,0.03340237464459138,1636.680762824531,0.11089004871574704,593.8307184493841,0.04023381883227955,False,False,False,False
parpadeo,Fp1,8,16.0,20.0,983.6556954557367,200.48324027916195,34626.58392329873,2146.4167682757743,0.06198754035426358,742.2693108657284,0.021436400209443922,2267.903317225375,0.06549601665151268,864.6232421011717,0.024969926112734565,False,False,False,False
parpadeo,Fp1,9,18.0,22.0,1033.3017226538432,196.20345831148,26752.11159918234,1933.9417473035192,0.07229118120764078,830.3336404154571,0.031038059830792414,2632.836181969293,0.09841601371197047,1093.9678391417403,0.04089276598170205,False,False,False,False
parpadeo,Fp1,10,20.0,24.0,1051.4220743167416,193.0468760024469,33579.7073625376,1531.0853006752973,0.045595552222811093,775.7268608501049,0.023101060782784726,2323.393476699246,0.06919040275173108,903.0337789765057,0.026892246833096402,False,False,False,False
parpadeo,Fp1,11,22.0,26.0,1027.0815920596883,184.8577520980143,21898.946947253477,2532.324274572915,0.11563680576387322,937.1880036272869,0.04279603059839492,2584.75579798864,0.11803105437966345,881.6928796230403,0.040261884817873426,False,False,False,False
parpadeo,Fp1,12,24.0,28.0,917.4994675097334,183.1859455265766,23901.021592488472,2083.2744353519956,0.087162568649648,1200.4545657720334,0.05022607762294596,2105.773996597502,0.08810393264777004,845.0445078572021,0.03535599951605331,False,False,False,False
parpadeo,Fp1,13,26.0,30.0,868.098715335254,170.34811734994898,17315.655510492015,1476.3754525899096,0.08526246388393062,868.7807633376176,0.05017313741378143,2190.5259451946836,0.12650551657529718,969.7931946843942,0.05600672721265278,False,False,False,False
parpadeo,Fp2,0,0.0,4.0,1039.5209430302314,212.91922891138148,36827.465286630104,2989.5851307512403,0.08117813994210955,1540.4643398314977,0.04182922522204508,2106.5625400477106,0.057200856036445175,1148.6975373143237,0.031191327678240958,False,False,False,False
parpadeo,Fp2,1,2.0,6.0,1134.5595965480718,266.36605396184274,57824.98323382293,4171.35008948377,0.0721375062508253,1432.027444972772,0.02476485707193689,3228.567327046404,0.05583343299886948,1156.7726473960156,0.020004720843903284,False,False,False,False
parpadeo,Fp2,2,4.0,8.0,1111.9790346596483,258.41004256887646,40064.04363604581,2675.9494763172465,0.0667917971692124,926.4515768305147,0.023124265369883476,2640.8463540856046,0.06591562194959329,1095.11421293355,0.0273340909590132,False,False,False,False
parpadeo,Fp2,3,6.0,10.0,1001.2670227390405,197.24609998482308,25572.780528109408,1531.856059186397,0.05990181855674991,1261.7027737316166,0.04933772345735977,2719.1293475406173,0.1063290456253582,910.1673169529049,0.03559125359686468,False,False,False,False
parpadeo,Fp2,4,8.0,12.0,841.6593332359985,145.15353739187316,13947.771750877357,1717.5304341692145,0.12314013054172446,1272.4299479730855,0.09122818832284417,2154.9266800048676,0.15449970923630266,698.9048759493352,0.05010871187402188,False,False,False,False
parpadeo,Fp2,5,10.0,14.0,929.3960232208776,145.5419611347611,18836.475612221897,1917.986938721042,0.10182302561295338,1062.1349971427685,0.056387140514418246,1826.784476384521,0.09698122483163604,677.6889516025293,0.03597748143303497,False,False,False,False
parpadeo,Fp2,6,12.0,16.0,851.1394557542446,134.4482536909869,17294.260049103425,1415.2710950839817,0.08183472961928502,754.6080948329969,0.04363344211839336,1737.6331533814387,0.1004745590992499,761.0205919527988,0.04400422971506387,False,False,False,False
parpadeo,Fp2,7,14.0,18.0,862.6396657115513,139.8678991838666,11404.103764574966,837.6772382468318,0.07345401756593473,372.66113694874684,0.032677810079767895,2164.942508290532,0.1898388994859536,920.9952359178125,0.08075998385587631,False,False,False,False
parpadeo,Fp2,8,16.0,20.0,1045.5667163371747,199.1684055943974,41295.83195561949,2470.9930563266216,0.05983637910436556,1086.7094063159166,0.026315232188173374,2129.7737733521485,0.05157357710194603,1385.5006443065029,0.03355061706458648,False,True,True,False
parpadeo,Fp2,9,18.0,22.0,1050.4828289839425,202.79184262718871,31214.482131544995,1390.389676938388,0.044543096088506824,1182.132890864066,0.037871295954303726,2015.6075267830727,0.06457283251693363,1270.4027869373483,0.04069914668401607,False,True,True,False
parpadeo,Fp2,10,20.0,24.0,958.9038915144579,175.61748392638793,23585.81762312951,1231.577330931183,0.05221685975064238,1026.0899778247779,0.0435045328603974,1688.6220187713182,0.07159480522376996,1266.7374642802542,0.05370759176217932,False,True,True,False
parpadeo,Fp2,11,22.0,26.0,933.7847567338335,177.5702736972579,22429.09325827669,1791.3732730406007,0.0798682876927963,691.4673573370229,0.03082903750832016,2176.8811978018443,0.09705613921768953,1466.5191215595255,0.06538468161294736,False,True,True,False
parpadeo,Fp2,12,24.0,28.0,892.5847310152931,175.792074011222,23145.46555704242,1742.439408818678,0.07528210674891825,539.0741351374095,0.023290701749284392,2198.3884507070193,0.0949813882675659,1270.7840759208414,0.05490423481821832,False,True,True,False
parpadeo,Fp2,13,26.0,30.0,881.2884283872415,153.07811087865443,16753.85746331483,1509.6628902499401,0.09010837614893054,537.2598650468323,0.03206783072037267,2757.923602462553,0.16461424531642663,1733.7201553494879,0.10348184942755644,False,True,True,False
masticacion,Fp1,0,0.0,4.0,1091.2468471630277,175.93032839420533,25360.82092785803,3231.8169784566508,0.12743345287007668,642.3600567836185,0.025328835316920165,2966.802522101629,0.11698369427949763,2069.0898168356043,0.08158607415435741,False,True,True,False
masticacion,Fp1,1,2.0,6.0,1091.2468471630277,205.13681637912643,35714.72090395407,1933.8286061043643,0.05414654117849386,818.2317936349988,0.022910211053739755,3058.2610140614224,0.08563026496233475,1784.3593138968256,0.04996145199329486,False,True,True,False
masticacion,Fp1,2,4.0,8.0,1036.3399677784787,221.34124425255956,30210.045261293762,3142.498598238307,0.10402164482237944,1475.9663842952436,0.04885680810900032,3213.39996574952,0.10636859157131578,1535.649225647955,0.050832404002237166,False,True,True,False
masticacion,Fp1,3,6.0,10.0,953.8815106701552,192.0952375449061,26233.737844888754,3209.690035233048,0.12234970305073806,1443.6218961104219,0.05502921103527341,2499.783609658466,0.09528888427714127,1167.1152539903208,0.0444890949544087,False,False,False,False
masticacion,Fp1,4,8.0,12.0,1019.7043879265769,219.7187676451561,37275.89894270993,4317.810973294236,0.11583385232185454,730.2008665253406,0.019589088049830828,1948.8916378297454,0.052282887686358304,656.1889031731557,0.01760357018302001,False,False,False,False
masticacion,Fp1,5,10.0,14.0,1075.4026509187972,232.90437361443114,43401.49720851586,2563.902083063087,0.059074046933109504,795.9803443424316,0.01833992824068409,1808.3461979267543,0.04166552571306081,577.7702751463896,0.01331221990731289,False,False,False,False
masticacion,Fp1,6,12.0,16.0,1035.2606520275592,134.48742695359095,14000.118802795285,1021.9423341645634,0.07299526158024608,536.8120300105451,0.03834339105060768,1817.043683641682,0.12978773317829906,747.5977730505999,0.053399387789576,False,False,False,False
masticacion,Fp1,7,14.0,18.0,501.88491387514375,77.61109929560207,5470.270276697733,313.18687165860064,0.05725254070035893,397.02737652180554,0.0725791151879759,2260.8984186263447,0.41330652861108597,968.3630750027993,0.17702289393777015,False,False,False,False
masticacion,Fp1,8,16.0,20.0,520.0146550719575,76.75182765032314,5513.571096265088,312.3341328532482,0.056648246191080116,357.66930931373963,0.06487071683106183,3172.639391012639,0.5754236837830559,1034.022695868176,0.18754137342468052,False,False,False,False
masticacion,Fp1,9,18.0,22.0,550.6091644666551,77.21747091327849,5996.956891810727,350.8388086661159,0.05850280650594827,536.2584645974155,0.08942176411668303,2741.822274245904,0.4572022650337971,1096.6177306373036,0.18286236676718712,False,False,False,False
masticacion,Fp1,10,20.0,24.0,515.0698272215923,84.22556439126541,5911.0837255781225,201.21577628553092,0.03404042061100249,436.73241920498356,0.07388364629571707,1982.9475929031066,0.3354626131114677,1577.8467123699975,0.26693019175864896,False,True,True,False
masticacion,Fp1,11,22.0,26.0,800.5202752676832,122.27648079799305,7685.594149303186,559.0828861377338,0.07274426352430059,262.38505577402765,0.03413985316903792,2091.4923759565613,0.2721315145356962,1405.6259041192727,0.1828909875818402,False,True,True,False
masticacion,Fp1,12,24.0,28.0,1080.7685121832094,196.68271022247885,32751.62494742457,4152.767964642489,0.12679578406594577,1424.6074352327626,0.04349730547780918,2767.5441445439833,0.08450097205823096,1296.9426007465734,0.03959933599717649,False,True,True,False
masticacion,Fp1,13,26.0,30.0,1132.4096113828687,205.19658511191201,34541.785838867916,5798.191332460941,0.16786020733000334,1086.6997383492933,0.031460438768816976,2455.824298078493,0.07109720121404646,1287.8240336083154,0.037283076202713296,False,True,True,False
masticacion,Fp2,0,0.0,4.0,1039.903702893561,185.75269882366698,27936.11031825607,1779.6322049287614,0.06370365038850033,1002.8475314927933,0.03589789416164493,3085.7707347305686,0.11045813821525602,2368.996250166962,0.08480050455051497,False,True,True,False
masticacion,Fp2,1,2.0,6.0,1086.8211699536828,226.0763479146327,37966.87101259875,1595.8003677939137,0.042031390136531684,906.1314100122639,0.023866370492095005,4528.941838020052,0.11928667591588439,2374.2174981061235,0.06253392588813216,False,True,True,False
masticacion,Fp2,2,4.0,8.0,1035.8996000650466,246.97012034841936,44332.97625336416,3565.531040819095,0.08042615998623662,1277.3876074711713,0.02881348638022556,4157.831934864088,0.09378643813810211,2373.1662612903747,0.05353049720207516,False,True,True,False
masticacion,Fp2,3,6.0,10.0,935.4148427314211,201.56373093462258,30322.42879305194,3117.2067465711425,0.10280201391009341,827.9107782480532,0.027303577292520847,1900.4317349182647,0.06267412639958869,1590.9778619625276,0.0524686816092741,False,True,True,False
masticacion,Fp2,4,8.0,12.0,1010.6463944840107,228.7784671943126,38995.889762328996,4006.3210751082634,0.10273700893929774,718.9802342809513,0.018437333746273543,1218.8868849400887,0.03125680404701431,812.8229208592903,0.020843810099301738,False,False,False,False
masticacion,Fp2,5,10.0,14.0,1010.6463944840107,248.08635180081686,45855.699874118574,2903.9514299091793,0.06332803638110426,1050.663810064501,0.022912392852987646,1056.0104758156172,0.023028990479145216,501.45834126133565,0.01093557273442388,False,False,False,False
masticacion,Fp2,6,12.0,16.0,984.1828058102485,141.39562983090656,15139.584729558439,984.3935205456312,0.06502117053605222,783.549097298465,0.05175499270919025,1795.0499811227508,0.1185666590721016,1146.9296728114011,0.07575701006990913,False,False,False,False
masticacion,Fp2,7,14.0,18.0,667.2912669390813,75.89480841586845,4607.692795159169,424.8720150498993,0.09220927564794876,441.62527676107476,0.09584520852280891,1903.3377353086057,0.4130782627930942,922.0976231258878,0.2001213327621671,False,False,False,False
masticacion,Fp2,8,16.0,20.0,587.8106386923303,74.843339774408,5056.094601675547,351.8138712287208,0.06958213778518556,475.8925306611691,0.09412255271162497,1925.553689082685,0.38083814500713115,1340.5864334111618,0.2651426721657666,False,True,True,False
masticacion,Fp2,9,18.0,22.0,717.8634185410338,86.06061932018707,5570.666672810701,327.6410670655013,0.05881541408044592,406.4268574841567,0.07295838745259056,2381.441320415528,0.42749664632401396,1385.1953980063,0.24865881937742906,False,True,True,False
masticacion,Fp2,10,20.0,24.0,685.2202154913844,102.31854255592856,10514.465373540632,1108.3591075802256,0.10541278783126543,447.65084190854,0.04257476019989007,2917.338391873304,0.27745950823279203,1389.1531902729043,0.13211829046188794,False,True,True,False
masticacion,Fp2,11,22.0,26.0,931.6821660088755,132.16373604050446,8786.834786528565,1211.4389561591706,0.13786977741023132,451.0012717585492,0.05132693201993471,2323.2039167656294,0.26439599391665164,1454.4708201485455,0.16552841330059498,False,True,True,False
masticacion,Fp2,12,24.0,28.0,1096.2716269069424,197.5418871606236,32734.010931682158,2862.6963649155837,0.08745327209947484,1021.9332988653242,0.03121931195655064,2297.5809205220557,0.07018941019226897,1557.3312393316828,0.04757532593796484,False,True,True,False
masticacion,Fp2,13,26.0,30.0,1170.5271272135824,198.65072038856425,28921.13942188595,3718.1010709087705,0.12855997879859163,1096.6095599744037,0.03791723223548202,3097.557621963826,0.10710358180493271,1322.311557219617,0.04572128151420491,False,True,True,False
musica_relax,Fp1,0,0.0,4.0,477.58637654153756,66.22058204667393,3826.707817648883,487.4958294634931,0.12739301057037822,297.2468094935075,0.07767690235522998,789.9249687855879,0.20642416573913272,287.22546605915056,0.07505811254636655,False,False,False,True
musica_relax,Fp1,1,2.0,6.0,477.58637654153756,75.97277800902324,4764.754146545697,610.0164301197769,0.12802684280405538,297.96896484591815,0.06253606286526592,1026.5771153148048,0.2154522738721036,342.1717369266191,0.07181309389796811,False,False,False,True
musica_relax,Fp1,2,4.0,8.0,419.06923600831584,68.42190123065241,3809.8266044109373,408.17191158044403,0.10713661118011805,220.01391649164867,0.05774906297229411,604.6084314564737,0.158697099431368,429.7732730338448,0.11280651789671013,False,False,False,True
musica_relax,Fp1,3,6.0,10.0,389.9202427252282,53.77116390435494,2304.5543973102417,216.41824974245105,0.0939089352783529,193.81025248920093,0.08409879702358355,860.1858411518152,0.3732547351261399,426.60128145170745,0.18511226376327444,False,False,False,True
musica_relax,Fp1,4,8.0,12.0,825.2109305634967,100.77709136326989,10289.770470792922,507.36227889233714,0.04930744376975788,280.2074113817252,0.027231648380989844,1089.088281724554,0.10584184407377065,397.1519332778446,0.03859677282453904,False,False,False,True
musica_relax,Fp1,5,10.0,14.0,825.2109305634967,102.59285009823553,11151.237950307463,515.5105341368542,0.04622899595848374,505.2859059761375,0.04531209074972754,841.5428661882385,0.07546631772529214,310.62335019032383,0.02785550371846915,False,False,False,True
musica_relax,Fp1,6,12.0,16.0,464.2320286646028,69.72222036855403,3549.224550389493,496.9968170991127,0.1400296910052006,348.0037250275108,0.09805063615637416,550.7142265976049,0.155164661682837,385.6352260407411,0.10865337500227236,False,False,False,True
musica_relax,Fp1,7,14.0,18.0,461.1833550287157,77.3073512442038,4520.952568140429,489.47059331999645,0.1082671374987079,298.3157021727922,0.06598514310348012,556.1366133572,0.12301314932528735,199.98857121993586,0.044235936609747645,False,False,False,True
musica_relax,Fp1,8,16.0,20.0,578.4424786690518,75.86770657179471,6021.2514543457955,549.4003300611039,0.09124354533717041,247.53282210482388,0.04110986295484618,546.1469267912479,0.09070322522356548,222.25504987376496,0.03691177017916333,False,False,False,True
musica_relax,Fp1,9,18.0,22.0,473.65667414616837,66.07850169389849,4941.338877400007,468.59924119419316,0.09483244376082073,235.39362809337837,0.047637620882467355,527.2523683120038,0.10670232934710787,260.77909333890176,0.05277498666031915,False,False,False,True
musica_relax,Fp1,10,20.0,24.0,349.21509067947454,58.4322366502527,2638.165446137007,214.4297503028616,0.0812798721993896,192.19725636855821,0.07285261682506962,490.8742967674713,0.18606653251646707,246.09168530744267,0.09328136931964898,False,False,False,True
musica_relax,Fp1,11,22.0,26.0,349.21509067947454,56.333887986235965,2906.3119736466997,196.8786851442762,0.0677417589472483,129.40275999676908,0.04452473140190823,467.13905329928724,0.16073259083509323,189.55939338000223,0.06522334666713439,False,False,False,True
musica_relax,Fp1,12,24.0,28.0,287.7311892332042,48.144013863425954,1741.5060521982032,207.66345989200508,0.11924360505660225,267.2458509678337,0.1534567454591987,340.3276457861979,0.1954214545258811,266.8482494082435,0.15322843642800796,False,False,False,True
musica_relax,Fp1,13,26.0,30.0,287.7311892332042,48.19437071569293,2068.8528735060436,283.79219764187025,0.137173697209765,262.5411554848011,0.12690180091921077,464.10496249641574,0.22432961204723387,235.71918400058405,0.11393714218117186,False,False,False,True
musica_relax,Fp1,14,28.0,32.0,273.49031246994673,44.15961322121603,1759.9890456876326,224.25912058698614,0.1274207479509439,182.77059717991546,0.1038475765674476,454.1037069764083,0.25801507576939986,273.6190425184417,0.15546633269614354,False,False,False,True
musica_relax,Fp1,15,30.0,34.0,314.706730606861,47.296153492274186,2274.2819943610066,337.8501302481661,0.1485524359274058,160.8031700799351,0.07070502711565244,526.7897402279141,0.23162903348576327,224.61670413302232,0.09876378773166682,False,False,False,True
musica_relax,Fp1,16,32.0,36.0,502.8924754998059,70.70841184402478,3945.119434212883,210.34402804543328,0.05331753107936019,157.6606363936832,0.03996346346993146,555.3428269878806,0.14076705059214026,239.9109734028131,0.060812093880417424,False,False,False,True
musica_relax,Fp1,17,34.0,38.0,502.8924754998059,69.06574465664336,3853.887961644618,217.8854021695384,0.05653651697662675,169.358776823218,0.0439449144626782,611.0653457229342,0.1585581500563827,316.07882671902803,0.08201557229083115,False,False,False,True
musica_relax,Fp1,18,36.0,40.0,344.4980821730495,53.22028354080796,2592.1552661197334,332.15590860009365,0.1281388938932299,181.4707344626946,0.07000766382885042,675.1654937897279,0.2604649121965603,459.9239110972333,0.17742915214554478,False,False,False,True
musica_relax,Fp1,19,38.0,42.0,344.4980821730495,54.16964965662064,2461.689824538253,353.5093476221501,0.14360434206549924,504.88670376411585,0.20509761170208315,774.6796245407611,0.31469424653695766,297.3214664091991,0.12077941885508205,False,False,False,True
musica_relax,Fp1,20,40.0,44.0,512.0519005590807,68.262337463276,3239.5349268803234,147.87473615431838,0.04564690287093832,566.5216434733073,0.17487746119745295,549.6564046428881,0.1696713932861369,386.91657763404345,0.11943584075095762,False,False,False,True
musica_relax,Fp1,21,42.0,46.0,593.7027073436882,94.65963284540871,5816.671759477573,237.04215637465728,0.04075219750683462,544.2735857926001,0.0935713081807945,649.9134352349622,0.11173287098004211,332.5815453544116,0.05717729297901496,False,False,False,True
musica_relax,Fp1,22,44.0,48.0,812.3884385242027,122.53788694946282,5967.101029599654,728.4057857391401,0.12207029546272162,642.1725002981246,0.10761884156354051,823.5463756733639,0.1380144850218193,348.0103069212439,0.05832150405950018,False,False,False,True
musica_relax,Fp1,23,46.0,50.0,812.3884385242027,105.74990238519554,8691.232337675601,877.9656409184554,0.1010173939445347,486.3317563935552,0.055956593668006885,571.7331799530975,0.06578275182849419,274.21271421657934,0.0315504986591942,False,False,False,True
musica_relax,Fp1,24,48.0,52.0,353.1871743956573,54.704265846686475,2941.3548609487193,277.3929459417258,0.09430788159040902,330.8963780725071,0.11249794523799081,528.8461625211137,0.1797967900923512,250.40976010273533,0.08513415481665715,False,False,False,True
musica_relax,Fp1,25,50.0,54.0,597.3563175299621,80.9027969531695,5026.711037029961,250.64001318659425,0.049861631460455955,368.1237187354343,0.07323351512024465,605.725270195275,0.12050131104277055,216.34223152392963,0.043038525574717684,False,False,False,True
musica_relax,Fp1,26,52.0,56.0,597.3563175299621,77.70719516005327,2404.568835669592,235.33993636912436,0.09787198972142964,243.3692468743537,0.10121117901230035,591.6182117360866,0.24603920792782824,257.31421969144077,0.10701054420834967,False,False,False,True
musica_relax,Fp1,27,54.0,58.0,488.2194509491742,71.2149506239663,3215.7820953156843,207.67019619875305,0.06457844158696538,193.6714768570825,0.060225311018180266,414.6977791362307,0.128957052077722,195.55254683815843,0.06081026047225429,False,False,False,True
musica_relax,Fp1,28,56.0,60.0,488.2194509491742,72.9979562659041,3053.335751023965,99.59108290435074,0.032617141063164094,312.1864914668179,0.10224440314568198,597.9997555269401,0.1958512932376976,304.8830348523078,0.09985244326637266,False,False,False,True
musica_relax,Fp1,29,58.0,62.0,851.1782942055921,129.66871172601722,5923.245949811103,457.95659273425457,0.07731514048456137,220.5387558461943,0.03723275341170452,574.7691046912933,0.09703617063370855,315.8043276330272,0.053316092275908014,False,False,False,True
musica_relax,Fp1,30,60.0,64.0,851.1782942055921,131.86304729813668,11753.726988299133,439.47091624047215,0.037389920378273774,242.51389491720158,0.020632935847380563,607.6936444171603,0.05170220858644419,331.2147437169013,0.028179550541426263,False,False,False,True
musica_relax,Fp1,31,62.0,66.0,511.40046890153724,82.96254436511714,2688.2808057106263,255.84000778671577,0.09516863240002431,210.26015008513707,0.07821361133051591,553.1704684026738,0.20577108880426181,354.8226136528599,0.13198867205357487,False,False,False,True
musica_relax,Fp2,0,0.0,4.0,403.28418410155916,65.7240021221748,4400.521618270129,256.4234755371476,0.05827115459961067,305.2643355078258,0.06937003427966956,428.70354457895644,0.09742107453785953,148.00619202409092,0.03363378364273848,False,False,False,True
musica_relax,Fp2,1,2.0,6.0,403.28418410155916,66.11465384658464,3952.1297071685585,334.2467761543692,0.08457383763192201,250.01207439977787,0.0632600883382684,565.2641298879036,0.14302772726881938,191.38782063010703,0.048426502875894686,False,False,False,True
musica_relax,Fp2,2,4.0,8.0,378.93708314043226,52.343786441021884,2661.454244798718,570.7990537919442,0.21446885848496447,205.64035992891996,0.0772661639142597,464.5040155591079,0.1745301526287324,278.7375969930235,0.10473131279177939,False,False,False,True
musica_relax,Fp2,3,6.0,10.0,296.3411569594951,45.14290591397248,1419.7346134230283,327.4624019592426,0.23065043203371624,217.83537482376238,0.15343386909371315,382.4130749471435,0.2693553227001578,161.50408750221885,0.11375653306981579,False,False,False,True
musica_relax,Fp2,4,8.0,12.0,632.3569654025614,82.53437034938928,5558.849564906768,304.85998838621146,0.05484228073211485,219.34098486074325,0.03945798178195923,396.3784130117189,0.07130583556606229,235.09094720660892,0.042291295071330434,False,False,False,True
musica_relax,Fp2,5,10.0,14.0,632.3569654025614,86.03714373333545,6291.903719332118,249.76539821580354,0.03969631598913214,200.30027606316705,0.031834606026747786,386.05253298612973,0.06135703122728473,161.07391628175745,0.02560018771216279,False,False,False,True
musica_relax,Fp2,6,12.0,16.0,351.532514768963,56.613898086498295,1986.1610338869762,386.704326260025,0.19469938220630237,173.83594065295244,0.08752358831285213,378.70428021609155,0.19067148824028432,169.26602356058947,0.0852227088703532,False,False,False,True
musica_relax,Fp2,7,14.0,18.0,428.89395475900676,66.65290752002251,3438.570435422511,394.0189114199637,0.11458800068800946,165.7811211517316,0.048212221987350805,346.7822100420487,0.10085069262204546,116.49169274585674,0.033877942864224894,False,False,False,True
musica_relax,Fp2,8,16.0,20.0,613.498044799283,83.91853377868088,6629.034822685295,545.6117350613702,0.08230636128116661,127.65939354942006,0.01925761396101819,317.71099099146403,0.04792718691176907,112.36559914948786,0.016950521781083465,False,False,False,True
musica_relax,Fp2,9,18.0,22.0,500.91026043586817,72.69590903389063,5662.906490138834,708.4354703740449,0.12510103629782462,207.13481168971563,0.036577473431781395,414.4913676994985,0.07319410419742542,112.60828778145984,0.01988524584990968,False,False,False,True
musica_relax,Fp2,10,20.0,24.0,428.5045918254706,63.42892647241235,2567.6298765255565,287.8979638673876,0.11212595962505426,142.7790267120715,0.05560732409971643,425.51401097303176,0.16572248783334192,154.94183473137642,0.06034430279376531,False,False,False,True
musica_relax,Fp2,11,22.0,26.0,428.5045918254706,63.61549479543122,3249.0636672141745,303.6099300216209,0.0934453618392598,208.07784628095627,0.06404240347169535,264.97822206825117,0.08155525690127516,159.5527899044428,0.04910731405926779,False,False,False,True
musica_relax,Fp2,12,24.0,28.0,276.6558952908513,44.64647148398146,1651.6971978436754,255.9659867001742,0.1549714966122986,180.29259127242034,0.10915595879668259,455.1520597140797,0.27556628436997416,105.36045287717461,0.06378920604498503,False,False,False,True
musica_relax,Fp2,13,26.0,30.0,273.47230592090324,44.33925238436301,1668.0404125040836,182.52380824575704,0.10942409241257528,223.05933364254759,0.13372537737721119,340.88522247449436,0.20436268804947783,137.13182156310097,0.08221133045406072,False,False,False,True
musica_relax,Fp2,14,28.0,32.0,234.45893116162262,37.97614372891254,1220.0835320634556,159.2032255572915,0.13048551297798475,165.1713895292837,0.13537711573726352,297.66225614614103,0.24396875158434633,125.93808549195627,0.10322087150784225,False,False,False,True
musica_relax,Fp2,15,30.0,34.0,282.4773756364734,40.31276974355594,1251.351141482316,184.24183757725388,0.14723432254115826,287.7409833542037,0.22994423692565916,279.60289697750153,0.22344079747775006,121.29312030729426,0.09692972362946325,False,False,False,True
musica_relax,Fp2,16,32.0,36.0,431.09060101249236,59.706659227310546,3040.635535269521,260.9481853272765,0.08582027747174446,227.59913978842667,0.07485248960239241,264.46392786747464,0.08697653000494604,149.4573276555526,0.04915331874601168,False,False,False,True
musica_relax,Fp2,17,34.0,38.0,409.7913905127036,58.96463378390046,2147.1439371012,174.9019337042364,0.08145794545118697,129.70683732350483,0.060409008954759896,296.4681767508589,0.13807559503957262,151.00244130790963,0.0703271162676564,False,False,False,True
musica_relax,Fp2,18,36.0,40.0,314.9783156264451,55.670051298305324,2592.358281474926,311.4277778751849,0.12013300017233637,218.124102948263,0.08414118700604954,309.9622506653209,0.11956767429885015,113.24460795396287,0.043684011104179694,False,False,False,True
musica_relax,Fp2,19,38.0,42.0,303.6658281999969,54.420702316484814,1796.0615122179797,287.70352496271903,0.1601857859575367,246.31647656104013,0.13714256159125682,432.6312608670755,0.240877752751805,96.1204966464132,0.053517374540091756,False,False,False,True
musica_relax,Fp2,20,40.0,44.0,295.95894348822736,50.661625535669934,1401.413011646023,189.4318076406384,0.13517200573023236,163.65851304988453,0.11678107145420336,403.3543153412672,0.28781973050721804,126.4810282340565,0.0902525002857643,False,False,False,True
musica_relax,Fp2,21,42.0,46.0,456.6869395415937,72.02509329489673,2922.516055732836,341.8263524971742,0.11696303663640933,142.40646282649968,0.04872735003359649,412.53969708320204,0.14115908662809915,140.10000245150107,0.04793814637106254,False,False,False,True
musica_relax,Fp2,22,44.0,48.0,540.845257324721,94.67576379681108,3244.964384491124,482.78020674091107,0.14877827597994447,354.5276082166604,0.10925469934618635,517.6509792094815,0.15952439468473847,179.32497591597698,0.05526254056070288,False,False,False,True
musica_relax,Fp2,23,46.0,50.0,540.845257324721,80.00466490177563,4692.862091810932,427.41059501012745,0.09107674307241227,512.9141285038626,0.10929665489188364,327.168144342614,0.06971612162085992,144.99863270147202,0.03089769736777379,False,False,False,True
musica_relax,Fp2,24,48.0,52.0,258.26510043468556,46.91551007609136,1715.0075220516533,282.17334066565695,0.16453183851234346,530.398473023171,0.3092688901962707,269.5675137142731,0.15718153433624074,123.94625890741258,0.07227155409740502,False,False,False,True
musica_relax,Fp2,25,50.0,54.0,499.8542609099228,75.06912925719713,3907.7940196587047,301.524628893459,0.07715980611480472,418.0139703076679,0.10696929474910656,287.0871267273267,0.07346526589761249,124.11180552571693,0.03176006844305384,False,False,False,True
musica_relax,Fp2,26,52.0,56.0,499.8542609099228,71.72038588371021,2446.688059489552,164.50086970198353,0.06723410001694415,259.4655249310317,0.1060476524274057,349.4663964782062,0.14283242815641758,154.29720968616593,0.06306370323250635,False,False,False,True
